Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
Reply to: Limitations of reanalyses for detecting tropical cyclone trends,https://www.nature.com/articles/s41558-023-01880-5,nature_articles/images_2023/Reply to_ Limitations of reanalyses for detecting tropical cyclone trends.jpg,No description,"Savin S. Chand, Kevin J. E. Walsh, Hiroyuki Murakami",No publication date,Matters Arising,
Limitations of reanalyses for detecting tropical cyclone trends,https://www.nature.com/articles/s41558-023-01879-y,nature_articles/images_2023/Limitations of reanalyses for detecting tropical cyclone trends.jpg,No description,Kerry Emanuel,No publication date,Matters Arising,
Mycorrhizal type regulates trade-offs between plant and soil carbon in forests,https://www.nature.com/articles/s41558-023-01864-5,nature_articles/images_2023/Mycorrhizal type regulates trade-offs between plant and soil carbon in forests.jpg,"The impact of climate change on soil carbon remains uncertain. This study shows that soil carbon in forests increases in response to elevated CO2, but the response to warming and nitrogen deposition depends on mycorrhizal associations, indicating a trade-off between soil and plant carbon.","Kai Yang, Qian Zhang, G. Geoff Wang",No publication date,Article,"Forest ecosystems store ~80% of the carbon in terrestrial ecosystems, but their long-term carbon sequestration depends partly on how plant biomass and soil carbon stocks will respond to global changes. Although the stimulation of plant growth by global change drivers has been widely observed, the response of soil carbon stock to global changes remains uncertain. Here we conducted a meta-analysis on experimental observations of plant and soil carbon-related data worldwide. We found that plant biomass and soil carbon stock increased more under elevated CO2than under nitrogen deposition and warming. Under nitrogen deposition and warming, soil carbon stock depended on mycorrhizal associations, decreasing in forests dominated by arbuscular mycorrhizal tree species while increasing in forests dominated by ectomycorrhizal tree species. These results suggest a mycorrhizae-mediated trade-off between plant biomass and soil carbon sequestration in forest ecosystems under nitrogen deposition and warming conditions."
Reply to: Little evidence that Amazonian rainforests are approaching a tipping point,https://www.nature.com/articles/s41558-023-01854-7,nature_articles/images_2023/Reply to_ Little evidence that Amazonian rainforests are approaching a tipping point.jpg,No description,"Chris A. Boulton, Timothy M. Lenton, Niklas Boers",No publication date,Matters Arising,
Little evidence that Amazonian rainforests are approaching a tipping point,https://www.nature.com/articles/s41558-023-01853-8,nature_articles/images_2023/Little evidence that Amazonian rainforests are approaching a tipping point.jpg,No description,"Shengli Tao, Jean-Pierre Wigneron, Philippe Ciais",No publication date,Matters Arising,
Greenland-wide accelerated retreat of peripheral glaciers in the twenty-first century,https://www.nature.com/articles/s41558-023-01855-6,nature_articles/images_2023/Greenland-wide accelerated retreat of peripheral glaciers in the twenty-first century.jpg,".Observations of glacier response to climate changes prior to the satellite era are sparse. Here the authors use historical aerial photographs to document change in peripheral glaciers in Greenland since 1890, providing enhanced confidence that recent changes are unprecedented on a century timescale.","L. J. Larocca, M. Twining–Ward, A. A. Bjørk",No publication date,Brief Communication,"The long-term response of Greenland’s peripheral glaciers to climate change is widely undocumented. Here we use historical aerial photographs and satellite imagery to document length fluctuations of >1,000 land-terminating peripheral glaciers in Greenland over more than a century. We find that their rate of retreat over the last two decades is double that of the twentieth century, indicating a ubiquitous transition into a new, accelerated state of downwasting."
Using a human rights lens to understand and address loss and damage,https://www.nature.com/articles/s41558-023-01831-0,nature_articles/images_2023/Using a human rights lens to understand and address loss and damage.jpg,"Climate change is a major human rights challenge. This research shows how climate change is impeding the human rights of Ni-Vanuatu, outlines what can be done in response, and discusses how the future loss and damage fund should consider human rights restoration and compensation packages.","Karen E. McNamara, Rachel Clissold, Christopher Y. Bartlett",No publication date,Article,"The Vanuatu government is seeking an advisory opinion from the International Court of Justice on the legal responsibility of countries to act on climate change. This will provide clarity on loss and damage finance and could catalyse powerful legal tools that hold polluters accountable. Human rights can be a valuable framing for calling attention to and addressing loss and damage, but there remains limited scholarship so far. Here we explore how climate change is impinging on the rights of Ni-Vanuatu and what can be done in response. Our findings show that loss and damage to fundamental rights is already occurring and will worsen, undermining the right to a life of dignity. The future loss and damage fund, and other initiatives, should integrate a human rights restoration package that includes recording and safeguarding Indigenous knowledge, promoting cultural continuity, restoring the socio-ecological system, building back better and investing in education."
Thunderstorm straight line winds intensify with climate change,https://www.nature.com/articles/s41558-023-01852-9,nature_articles/images_2023/Thunderstorm straight line winds intensify with climate change.jpg,"Non-tornadic thunderstorm winds are associated with particularly strong damages. Here, the author assesses changes in these winds in the central USA and shows that they have intensified stronger than other extreme winds over the past decades, while the affected area increased 4.8-fold.",Andreas F. Prein,No publication date,Article,"Straight line winds (SLWs), or non-tornadic thunderstorm winds, are causing widespread damage in many regions around the world. These powerful gusts are associated with strong downdraughts in thunderstorms, rear inflow jets and mesovortices. Despite their significance, our understanding of climate change effects on SLWs remains limited. Here, focusing on the central USA, a global hot spot for SLWs, I use observations, high-resolution modelling and theoretical considerations to show that SLWs have intensified over the past 40 years. Theoretical considerations suggest that SLWs should intensify at a rate of ~7.5% °C−1, yet the observed rates show a more pronounced increase of ~13% °C−1. The simulation results indicate a 4.8 ± 1.2-fold increase in the geographical extent affected by SLWs during the study period. These findings underscore the importance of incorporating intensifying SLWs into climate change adaptation planning to ensure the development of resilient future infrastructure."
Distributional labour challenges and opportunities for decarbonizing the US power system,https://www.nature.com/articles/s41558-023-01802-5,nature_articles/images_2023/Distributional labour challenges and opportunities for decarbonizing the US power system.jpg,"The low-carbon transition would bring both challenges and opportunities for the labour market, which have important implications for a just transition. In the US power system, the lowest-skilled workers in fossil fuel-dependent states will face more uncertain employment and job training will be necessary.","Judy Jingwei Xie, Melissa Martin, Iain Staffell",No publication date,Article,"The transition towards a low-carbon power system presents challenges and opportunities for the workforce with important implications for just transitions. Studies of these distributional labour impacts could benefit from tighter linkages between energy and employment modelling. Here, we couple a power-sector optimization model, an employment impact model and demographic databases to understand state-level job characteristics and the societal implications of low-carbon transitions in the US. Although decarbonization brings consistent job growth, it heightens the need for investment in human capital and supply chain restructuring. Major fossil fuel-producing states need to prepare for fewer mining jobs under the US Long-Term Strategy, so other opportunities should be created or seized. The lowest-skilled workers will experience more uncertain employment outcomes. Expanding renewable energy could improve opportunities for women in fossil fuel-dependent states, but not enough to disrupt the national gender status quo. This work provides a new quantitative perspective to inform proactive just transition policies."
Assessing the size and uncertainty of remaining carbon budgets,https://www.nature.com/articles/s41558-023-01848-5,nature_articles/images_2023/Assessing the size and uncertainty of remaining carbon budgets.jpg,The remaining carbon budget (RCB) is a critical estimate of the carbon that can be emitted while staying within a particular temperature threshold. This study provides an updated assessment of the RCB using recent data and robustness checks to increase confidence in the estimate.,"Robin D. Lamboll, Zebedee R. J. Nicholls, Joeri Rogelj",No publication date,Article,"The remaining carbon budget (RCB), the net amount of CO2humans can still emit without exceeding a chosen global warming limit, is often used to evaluate political action against the goals of the Paris Agreement. RCB estimates for 1.5 °C are small, and minor changes in their calculation can therefore result in large relative adjustments. Here we evaluate recent RCB assessments by the IPCC and present more recent data, calculation refinements and robustness checks that increase confidence in them. We conclude that the RCB for a 50% chance of keeping warming to 1.5 °C is around 250 GtCO2as of January 2023, equal to around six years of current CO2emissions. For a 50% chance of 2 °C the RCB is around 1,200 GtCO2. Key uncertainties affecting RCB estimates are the contribution of non-CO2emissions, which depends on socioeconomic projections as much as on geophysical uncertainty, and potential warming after net zero CO2."
Climate change exacerbates nutrient disparities from seafood,https://www.nature.com/articles/s41558-023-01822-1,nature_articles/images_2023/Climate change exacerbates nutrient disparities from seafood.jpg,"The authors use fisheries databases and predictive models to understand past and future changes in the availability of iron, calcium omega-3 and protein from seafood. They show disproportional loss of nutrients in tropical low-income countries, which will be exacerbated by higher levels of global warming.","William W. L. Cheung, Eva Maire, Christina C. Hicks",No publication date,Article,"Seafood is an important source of bioavailable micronutrients supporting human health, yet it is unclear how micronutrient production has changed in the past or how climate change will influence its availability. Here combining reconstructed fisheries databases and predictive models, we assess nutrient availability from fisheries and mariculture in the past and project their futures under climate change. Since the 1990s, availabilities of iron, calcium and omega-3 from seafood for direct human consumption have increased but stagnated for protein. Under climate change, nutrient availability is projected to decrease disproportionately in tropical low-income countries that are already highly dependent on seafood-derived nutrients. At 4oC of warming, nutrient availability is projected to decline by ~30% by 2100 in low income countries, while at 1.5–2.0oC warming, decreases are projected to be ~10%. We demonstrate the importance of effective mitigation to support nutritional security of vulnerable nations and global health equity."
Unavoidable future increase in West Antarctic ice-shelf melting over the twenty-first century,https://www.nature.com/articles/s41558-023-01818-x,nature_articles/images_2023/Unavoidable future increase in West Antarctic ice-shelf melting over the twenty-first century.jpg,"The authors use a regional ocean model to project ocean-driven ice-shelf melt in the Amundsen Sea. Already committed rapid ocean warming drives increased melt, regardless of emission scenario, suggesting extensive ice loss from West Antarctica.","Kaitlin A. Naughten, Paul R. Holland, Jan De Rydt",No publication date,Article,"Ocean-driven melting of floating ice-shelves in the Amundsen Sea is currently the main process controlling Antarctica’s contribution to sea-level rise. Using a regional ocean model, we present a comprehensive suite of future projections of ice-shelf melting in the Amundsen Sea. We find that rapid ocean warming, at approximately triple the historical rate, is likely committed over the twenty-first century, with widespread increases in ice-shelf melting, including in regions crucial for ice-sheet stability. When internal climate variability is considered, there is no significant difference between mid-range emissions scenarios and the most ambitious targets of the Paris Agreement. These results suggest that mitigation of greenhouse gases now has limited power to prevent ocean warming that could lead to the collapse of the West Antarctic Ice Sheet."
Forest composition change and biophysical climate feedbacks across boreal North America,https://www.nature.com/articles/s41558-023-01851-w,nature_articles/images_2023/Forest composition change and biophysical climate feedbacks across boreal North America.jpg,"Wildfire can lead to shifts in forest composition to more deciduous tree cover, which can have a biophysical cooling effect on climate. This study finds no net increase in deciduous cover or biophysical cooling over boreal North America in recent decades, despite widespread landscape scale change.","Richard Massey, Brendan M. Rogers, Scott J. Goetz",No publication date,Article,"Deciduous tree cover is expected to increase in North American boreal forests with climate warming and wildfire. This shift in composition has the potential to generate biophysical cooling via increased land surface albedo. Here we use Landsat-derived maps of continuous tree canopy cover and deciduous fractional composition to assess albedo change over recent decades. We find, on average, a small net decrease in deciduous fraction from 2000 to 2015 across boreal North America and from 1992 to 2015 across Canada, despite extensive fire disturbance that locally increased deciduous vegetation. We further find near-neutral net biophysical change in radiative forcing associated with albedo when aggregated across the domain. Thus, while there have been widespread changes in forest composition over the past several decades, the net changes in composition and associated post-fire radiative forcing have not induced systematic negative feedbacks to climate warming over the spatial and temporal scope of our study."
Status of global coastal adaptation,https://www.nature.com/articles/s41558-023-01834-x,nature_articles/images_2023/Status of global coastal adaptation.jpg,"Assessing adaptation progress is key to reducing risk associated with climate change, yet the status of adaptation in most sectors is unclear. This study assesses the state of coastal adaptation globally and finds that current efforts fulfil about half of the total potential.","Alexandre K. Magnan, Robert Bell, Gundula Winter",No publication date,Article,"The state of progress towards climate adaptation is currently unclear. Here we apply a structured expert judgement to assess multiple dimensions shaping adaptation (equally weighted): risk knowledge, planning, action, capacities, evidence on risk reduction, long-term pathway strategies. We apply this approach to 61 local coastal case studies clustered into four urban and rural archetypes to develop a locally informed perspective on the state of global coastal adaptation. We show with medium confidence that today’s global coastal adaptation is halfway to the full adaptation potential. Urban archetypes generally score higher than rural ones (with a wide spread of local situations), adaptation efforts are unbalanced across the assessment dimensions and strategizing for long-term pathways remains limited. The results provide a multi-dimensional and locally grounded assessment of global coastal adaptation and lay new foundations for international climate negotiations by showing that there is room to refine global adaptation targets and identify priorities transcending development levels."
A global assessment of actors and their roles in climate change adaptation,https://www.nature.com/articles/s41558-023-01824-z,nature_articles/images_2023/A global assessment of actors and their roles in climate change adaptation.jpg,"For global adaptation effort, it is essential to understand which actors are participating and what their roles are. This Analysis, based on comparative case studies, displays the dominant actors in adaptation, and how the actor–role patterns vary across regions.","Jan Petzold, Tom Hawxwell, Matthias Garschagen",No publication date,Analysis,"An assessment of the global progress in climate change adaptation is urgently needed. Despite a rising awareness that adaptation should involve diverse societal actors and a shared sense of responsibility, little is known about the types of actors, such as state and non-state, and their roles in different types of adaptation responses as well as in different regions. Based on a largen-structured analysis of case studies, we show that, although individuals or households are the most prominent actors implementing adaptation, they are the least involved in institutional responses, particularly in the global south. Governments are most often involved in planning and civil society in coordinating responses. Adaptation of individuals or households is documented especially in rural areas, and governments in urban areas. Overall, understanding of institutional, multi-actor and transformational adaptation is still limited. These findings contribute to debates around ‘social contracts’ for adaptation, that is, an agreement on the distribution of roles and responsibilities, and inform future adaptation governance."
The decrease in ocean heat transport in response to global warming,https://www.nature.com/articles/s41558-023-01829-8,nature_articles/images_2023/The decrease in ocean heat transport in response to global warming.jpg,Projections of ocean heat transport show a decrease which is driven by a decline in overturning circulation. Such a decrease in ocean heat transport can dampen the global warming signal in Northwest Europe.,"Jennifer V. Mecking, Sybren S. Drijfhout",No publication date,Article,"The ocean is taking up additional heat but how this affects ocean circulation and heat transport is unclear. Here, using coupled model intercomparison project phase 5/6 (CMIP5/6) climate projections, we show a future decrease in poleward ocean heat transport (OHT) across all Northern Hemisphere latitudes and south of 10° S. Most notably, the CMIP5/6 multimodel mean reduction in poleward OHT for the Atlantic at 26.5° N and Indo-Pacific at 20° S is 0.093–0.304 PW and 0.097–0.194 PW, respectively, dependent on scenario and CMIP phase. These changes in OHT are driven by decline in overturning circulation dampened by upper ocean warming. In the Southern Ocean, the reduction in poleward OHT at 55° S is 0.071–0.268 PW. The projected changes are stronger in CMIP6, even when corrected for its larger climate sensitivity. This is especially noticable in the Atlantic Ocean for the weaker forcing scenarios (shared socioeconomic pathway SSP 1-2.6/representative concentration pathways RCP 2.6), where the decrease is 2.5 times larger at 26.5° N due to a stronger decline in the Atlantic meridional overturning circulation."
Free riding in climate protests,https://www.nature.com/articles/s41558-023-01833-y,nature_articles/images_2023/Free riding in climate protests.jpg,"Protest plays an essential role in promoting climate actions, yet individual participation decisions are influenced by expectations about other people’s attendance. This study displays evidence on strategic substitutability, that is, respondents are less motivated if they expect high turnout.","Johannes Jarke-Neuert, Grischa Perino, Henrike Schwickert",No publication date,Article,"Climate protests are an important driver for ambitious climate policies. However, it is still unknown how individual protest participation decisions depend on each other. Exploiting the unique opportunity of the Third Global Climate Strike, we conducted multi-wave population surveys with 1,510 people in the four largest German cities. With a randomized information intervention, we changed turnout expectations of a subgroup of respondents and measured the impact on the probability to join the local protest event. Our findings provide causal evidence for strategic interdependence in protest participation decisions among members of the general public rather than among a movement’s core group of supporters. These decisions are found to be strategic substitutes: individuals who expect many other people to participate are less likely to participate themselves. This dynamic has important implications for the movement’s future communication and growth perspective."
Warming and lateral shift of the Gulf Stream from in situ observations since 2001,https://www.nature.com/articles/s41558-023-01835-w,nature_articles/images_2023/Warming and lateral shift of the Gulf Stream from in situ observations since 2001.jpg,"Autonomous sampling enables increased data collection in the ocean to understand circulation and water property changes. This study uses data from underwater gliders and profiling floats to show a shoreward lateral shift in Gulf Stream waters, which have warmed and become lighter since 2001.","Robert E. Todd, Alice S. Ren",No publication date,Article,"As the poleward-flowing western boundary current of the North Atlantic ocean, the Gulf Stream plays a key role in the climate system. Here we show that from 2001 to 2023, the Gulf Stream west of 68° W has experienced both surface-intensified warming due to heat uptake at a rate exceeding the global average and a bulk lateral shift towards its cooler shoreward side at a rate of about 6 ± 3 km per decade. The Gulf Stream west of 68° W now has anO(10)-m-thick surface layer of warmer (by ~ 1 °C) and lighter (by ~ 0.3 kg m−3) water, contributing to increased upper ocean stratification. Our results rely on over 25,000 temperature and salinity profiles collected by autonomous profiling floats and underwater gliders in the region, allowing robust estimation of trends and clear attribution of observed changes to both ocean heat uptake and a lateral shift of the Gulf Stream."
Detecting long-term Arctic surface water changes,https://www.nature.com/articles/s41558-023-01836-9,nature_articles/images_2023/Detecting long-term Arctic surface water changes.jpg,No description,"Ian Olthof, Robert H. Fraser, Hana Travers-Smith",No publication date,Matters Arising,
Reply to: Detecting long-term Arctic surface water changes,https://www.nature.com/articles/s41558-023-01837-8,No image,No description,"Elizabeth E. Webb, Anna K. Liljedahl, Jeremy W. Lichstein",No publication date,Matters Arising,
Soil carbon storage capacity of drylands under altered fire regimes,https://www.nature.com/articles/s41558-023-01800-7,nature_articles/images_2023/Soil carbon storage capacity of drylands under altered fire regimes.jpg,"Fire impacts soil organic carbon stocks, in addition to aboveground biomass, yet changes are not well constrained. This study shows that more soil carbon is lost from drier ecosystems than humid ones and that the carbon sink is increasing in savannah–grassland regions with declining burned area.","Adam F. A. Pellegrini, Peter B. Reich, Robert B. Jackson",No publication date,Article,"The determinants of fire-driven changes in soil organic carbon (SOC) across broad environmental gradients remains unclear, especially in global drylands. Here we combined datasets and field sampling of fire-manipulation experiments to evaluate where and why fire changes SOC and compared our statistical model to simulations from ecosystem models. Drier ecosystems experienced larger relative changes in SOC than humid ecosystems—in some cases exceeding losses from plant biomass pools—primarily explained by high fire-driven declines in tree biomass inputs in dry ecosystems. Many ecosystem models underestimated the SOC changes in drier ecosystems. Upscaling our statistical model predicted that soils in savannah–grassland regions may have gained 0.64 PgC due to net-declines in burned area over the past approximately two decades. Consequently, ongoing declines in fire frequencies have probably created an extensive carbon sink in the soils of global drylands that may have been underestimated by ecosystem models."
Reproducibility crisis and gravitation towards a consensus in ocean acidification research,https://www.nature.com/articles/s41558-023-01828-9,nature_articles/images_2023/Reproducibility crisis and gravitation towards a consensus in ocean acidification research.jpg,"To test the reproducibility of ocean acidification research, the authors conducted a meta-analysis of 373 studies on calcification of marine calcifiers across 24 years. While the size of negative effects declined over time, the results remained reproducible and their limitations were then explored.","Sean D. Connell, Jonathan Y. S. Leung",No publication date,Analysis,"Reproducibility is a persistent concern in science and recently attracts considerable attention in assessing biological responses to ocean acidification. Here we track the reproducibility of the harmful effects of ocean acidification on calcification of shell-building organisms by conducting a meta-analysis of 373 studies across 24 years. The pioneering studies tended to report large negative effects, but as other researchers assimilated this research into understanding their biological systems, the size of negative effects declined. Such declines represent a scientific process by which discoveries are initially assimilated and their limitations are subsequently explored. We suggest that scientific novelties can polarize a discipline where researchers fail to distinguish between different motivations for testing a phenomenon, that is, its existence (theory proposal) versus its influence within ever-widening contexts (theory development). Where context dependency is high, the lack of reproducibility may not represent a crisis but a part of theory development and eventual gravitation towards a consensus position."
