Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
Elevated urban energy risks due to climate-driven biophysical feedbacks,https://www.nature.com/articles/s41558-024-02108-w,nature_articles/images_2024/Elevated urban energy risks due to climate-driven biophysical feedbacks.jpg,"Climate change affects the energy demand for heating and cooling in cities, which in turn leads to additional urban warming. Here, the authors show that when including such two-way biophysical feedbacks, the cooling (heating) energy demand more than doubles (is halved) under high emissions.","Xinchang ‘Cathy’ Li, Lei Zhao, Yiwen Zhang",No publication date,Article,"Climate-driven impacts on future urban heating and cooling (H&C) energy demand are critical to sustainable energy planning. Existing global H&C projections are predominantly made without accounting for future two-way biophysical feedbacks between urban climate and H&C use. Here, using a hybrid modelling framework we show that the prevalent degree-days methods misrepresent the magnitude, nonlinearity and uncertainty in the climate-driven projections of H&C energy demand changes due to the missing two-way feedbacks. We find a 220% increase (47% decrease) in cooling (heating) energy demand with amplified uncertainty by 2099 under a very high emission scenario, roughly twice that projected by previous methods. The spatially diverse H&C demand responses to the warming climates highlight the disparate challenges faced by individual cities and necessitate urban energy planning accounting for local climate–energy interactions. Our study underscores the critical necessity of explicit and dynamic modelling of urban H&C energy use for climate-sensitive energy planning."
Global patterns and drivers of tropical aboveground carbon changes,https://www.nature.com/articles/s41558-024-02115-x,nature_articles/images_2024/Global patterns and drivers of tropical aboveground carbon changes.jpg,"Tropical aboveground biomass carbon is a crucial, yet complex, component of the terrestrial C budget. Here remote observations demonstrate that fire emissions and post-fire recovery in non-forested African biomes dominate the interannual variability of aboveground biomass carbon, which acts as a moderate net C sink.","Yu Feng, Philippe Ciais, Zhenzhong Zeng",No publication date,Article,"Tropical terrestrial ecosystems play an important role in modulating the global carbon balance. However, the complex dynamics and factors controlling tropical aboveground live biomass carbon (AGC) are not fully understood. Here, using remotely sensed observations, we find a moderate net AGC sink of 0.21 ± 0.06 PgC yr−1throughout the global tropics from 2010 to 2020. This arises from a gross loss of −1.79 PgC yr−1offset by a marked gain of 2.01 ± 0.06 PgC yr−1. Fire emissions in non-forested African shrubland/savanna biomes, coupled with post-fire carbon recovery, substantially dominated the interannual variability of tropical AGC. Fire radiative power was identified as the primary determinant of the spatial variability in AGC gains, with soil moisture also playing a crucial role in shaping trends. We highlight the dominant roles of anthropogenic and hydroclimatic determinants in orchestrating tropical land carbon dynamics and advocate for land management to conserve indispensable ecosystem services worldwide."
Fisheries track the future redistribution of marine species,https://www.nature.com/articles/s41558-024-02127-7,nature_articles/images_2024/Fisheries track the future redistribution of marine species.jpg,"The authors consider environmental niche models for the current and future distribution of fishing fleets and gear from 82 countries. Despite overall redistribution of fleets to the poles, they show that most nations—particularly tropical ones—may struggle to track expected fish stock shifts.","Leonardo Cruz, Maria Pennino, Priscila Lopes",No publication date,Article,"The redistribution of fish stocks induced by climate change is expected to have global implications for fisheries, particularly the poleward shifts of species. However, the responses of different fishing gears and fleet of countries and their potential attempts to spatially redistribute catches remain unknown. Here, by developing environmental niche models for industrial fisheries of 82 countries and 13 fishing gears, we demonstrate that without management, global fleets are expected to shift poleward by the end of the century. This is driven by polar fishing gears moving to higher Arctic areas and tropical fishing gears expanding both within the tropics and poleward. Most nations, particularly tropical ones, may struggle to track these shifts, as they largely rely on coastal and nearshore fishing gears, such as trawlers. Our findings highlight the need to consider future shifts of fisheries in their management, to ensure the long-term sustainability and accessibility of fish stocks."
Underestimation of personal carbon footprint inequality in four diverse countries,https://www.nature.com/articles/s41558-024-02130-y,nature_articles/images_2024/Underestimation of personal carbon footprint inequality in four diverse countries.jpg,"Existing studies show carbon footprint inequality between and within countries, but awareness of this inequality is unclear. This study finds widespread underestimation of carbon footprint inequality and its associations with climate policy support and perceived fairness.","Kristian S. Nielsen, Jan M. Bauer, Ulf J. J. Hahnel",No publication date,Article,"Extensive research highlights global and within-country inequality in personal carbon footprints. However, the extent to which people are aware of these inequalities remains unclear. Here we use an online survey distributed across four diverse countries: Denmark, India, Nigeria and the USA, to show widespread underestimation of carbon footprint inequality, irrespective of participants’ country and income segment. Of the 4,003 participants, within each country, 50% of participants were sampled from the top 10% income group. Our results show links between carbon footprint inequality perceptions and climate policy support, but with significant variations observed across the four countries and with participants’ income segments. Furthermore, there are links to the perceived fairness of actual carbon footprint inequality, highlighting the need to raise awareness about carbon footprint inequality and further unpack its implications for climate justice and policy."
A focus group study of ethical issues during climate-informed health decision-making,https://www.nature.com/articles/s41558-024-02121-z,nature_articles/images_2024/A focus group study of ethical issues during climate-informed health decision-making.jpg,"Healthcare emissions negatively affect the environment and health, posing ethical questions between health and environmental impacts. A focus group study in US health systems revealed a willingness to make environmentally informed health decisions and identified barriers to making such decisions.","Andrew Hantel, Emily Senay, Gregory A. Abel",No publication date,Article,"Healthcare delivery contributes to carbon emissions, exacerbating climate change and its associated health impacts. There is limited understanding of stakeholder views regarding ethical issues at the intersection of health choices and environmental impact. Here we performed a qualitative study involving seven focus groups with 46 participants who were patients and physicians in the northeastern US health systems. Both patients and physicians were amenable to health decisions that are beneficial for the environment and health. A consumptive healthcare system impeded both groups’ assumption of health-related climate responsibilities. Physicians, however, underestimated patients’ interest in discussing the environmental impacts of health decisions. Patients expressed tension between a personal interest in limiting climate change through health choices and ensuring others were also accountable; they were also concerned that physician paternalism might impede climate-informed health conversations. These findings outline barriers to climate-informed healthcare and begin to establish how they can be addressed."
Biomethane produced from maize grown on peat emits more CO2 than natural gas,https://www.nature.com/articles/s41558-024-02111-1,nature_articles/images_2024/Biomethane produced from maize grown on peat emits more CO2 than natural gas.jpg,"Biogas is promoted as an alternative fuel with the potential to lower net CO2 emissions. However, here the authors calculate that growing biogas feedstock crops on drained peatlands may produce three times more CO2 than burning natural gas.","Chris D. Evans, Rebecca L. Rowe, Ross Morrison",No publication date,Brief Communication,"Cultivation of maize for biomethane production has expanded rapidly, including on drained peat soils. The resulting soil CO2emissions at the point of feedstock production are largely overlooked when assessing biogas climate mitigation potential. On the basis of field-scale flux measurements, we calculate that soil CO2emissions from biomethane feedstock production on drained peat exceed embodied emissions for an equivalent amount of natural gas by up to a factor of three."
Climate change will exacerbate land conflict between agriculture and timber production,https://www.nature.com/articles/s41558-024-02113-z,nature_articles/images_2024/Climate change will exacerbate land conflict between agriculture and timber production.jpg,Increases in crop and timber production are necessary to meet rising needs. Here the authors predict how current forestry land is likely to face increased competition from agriculture as climate change shifts land-use suitability.,"Christopher G. Bousfield, Oscar Morton, David P. Edwards",No publication date,Article,"Timber and agricultural production must both increase throughout this century to meet rising demand. Understanding how climate-induced shifts in agricultural suitability will trigger competition with timber for productive land is crucial. Here, we combine predictions of agricultural suitability under different climate change scenarios (representative concentration pathways RCP 2.6 and RCP 8.5) with timber-production maps to show that 240–320 Mha (20–26%) of current forestry land will become more suitable for agriculture by 2100. Forestry land contributes 21–27% of new agricultural productivity frontiers (67–105 Mha) despite only occupying 10% of the surface of the land. Agricultural frontiers in forestry land occur disproportionately in key timber-producing nations (Russia, the USA, Canada and China) and are closer to population centres and existing cropland than frontiers outside forestry land. To minimize crop expansion into forestry land and prevent shifting timber harvests into old-growth tropical and boreal forests to meet timber demand, emissions must be reduced, agricultural efficiency improved and sustainable intensification invested in."
Human-induced borealization leads to the collapse of Bering Sea snow crab,https://www.nature.com/articles/s41558-024-02093-0,nature_articles/images_2024/Human-induced borealization leads to the collapse of Bering Sea snow crab.jpg,The authors link a recent collapse of a commercially valuable snow crab stock to borealization of the Bering Sea that is >98% likely to have been human induced.,"Michael A. Litzow, Erin J. Fedewa, Emily R. Ryznar",No publication date,Brief Communication,"The abrupt collapse of the Bering Sea snow crab stock can be explained by rapid borealization that is >98% likely to have been human induced. Strongly boreal conditions are ~200 times more likely now (at 1.0–1.5 °C of warming) than in the pre-industrial climate, while strongly Arctic conditions are now expected in only 8% of years. Stakeholders should accelerate adaptation planning for the complete loss of Arctic characteristics in traditional fishing grounds."
Plant–microbe interactions underpin contrasting enzymatic responses to wetland drainage,https://www.nature.com/articles/s41558-024-02101-3,nature_articles/images_2024/Plant_microbe interactions underpin contrasting enzymatic responses to wetland drainage.jpg,The authors investigate the carbon storage response of wetland drainage in the context of rate-limiting phenol oxidase activity. They show divergent responses to short- and long-term drainage in Sphagnum versus non-Sphagnum wetlands determined by plant traits and plant–microbe interactions.,"Yunpeng Zhao, Chengzhu Liu, Xiaojuan Feng",No publication date,Article,"The carbon storage of wetlands is related to inhibited enzyme activity (particularly phenol oxidase) under oxygen-deprived conditions. However, phenol oxidase response to field drainage is highly uncertain, constraining our ability to predict wetland carbon–climate feedbacks. Here, using literature data, laboratory simulations and a pair-wise survey of 30 diverse wetlands experiencing long-term (15–55 years) drainage across China, we show that while short-term drainage generally leads to increased phenol oxidative activity, its response to long-term drainage diverges inSphagnumversus non-Sphagnumwetlands. In non-Sphagnumwetlands, long-term drainage is linked to increased plant secondary metabolites and decreased phenol oxidase-producing microbes, while inSphagnumwetlands, drainage is linked to replacement of antimicrobialSphagnumby vascular plants and increased phenol oxidative activity with cascading effects on hydrolytic enzymes. Our findings highlight that trait-based plant dynamics are pivotal to decipher wetland carbon dynamics and feedback to climate change under shifting hydrological regimes."
Phylogenetic estimates of species-level phenology improve ecological forecasting,https://www.nature.com/articles/s41558-024-02102-2,nature_articles/images_2024/Phylogenetic estimates of species-level phenology improve ecological forecasting.jpg,The authors demonstrate that integrating phenology data with evolutionary relationships can improve predictions of change. They show how including phylogenetic structure in plant responses to temperature produces better estimates and reveals markedly different responses across species.,"Ignacio Morales-Castilla, T. J. Davies, E. M. Wolkovich",No publication date,Article,"The ability to adapt to climate change requires accurate ecological forecasting. Current forecasts, however, have failed to capture important variability in biological responses, especially across species. Here we present a new method using Bayesian hierarchical phylogenetic models and show that species-level differences are larger than the average differences between cues. Applying our method to phenological experiments manipulating temperature and day length we show an underlying phylogenetic structure in plant phenological responses to temperature cues, whereas responses to photoperiod appear weaker, more uniform across species and less phylogenetically constrained. We thus illustrate how a focus on certain clades can bias prediction, but that predictions may be improved by integrating information on phylogeny to better estimate species-level responses. Our approach provides an advance in ecological forecasting, with implications for predicting the impacts of climate change and other anthropogenic forces on ecosystems."
Reducing climate change impacts from the global food system through diet shifts,https://www.nature.com/articles/s41558-024-02084-1,nature_articles/images_2024/Reducing climate change impacts from the global food system through diet shifts.jpg,"Food choices greatly affect global GHG emissions, but the contributions of different groups, across or within countries, are highly unequal. Adopting the global planetary health diet could yield co-benefits by reducing both emissions and inequality among populations.","Yanxian Li, Pan He, Klaus Hubacek",No publication date,Article,"How much and what we eat and where it is produced can create huge differences in GHG emissions. On the basis of detailed household-expenditure data, we evaluate the unequal distribution of dietary emissions from 140 food products in 139 countries or areas and further model changes in emissions of global diet shifts. Within countries, consumer groups with higher expenditures generally cause more dietary emissions due to higher red meat and dairy intake. Such inequality is more pronounced in low-income countries. The present global annual dietary emissions would fall by 17% with the worldwide adoption of the EAT-Lancet planetary health diet, primarily attributed to shifts from red meat to legumes and nuts as principal protein sources. More than half (56.9%) of the global population, which is presently overconsuming, would save 32.4% of global emissions through diet shifts, offsetting the 15.4% increase in global emissions from presently underconsuming populations moving towards healthier diets."
Feasibility of peak temperature targets in light of institutional constraints,https://www.nature.com/articles/s41558-024-02073-4,nature_articles/images_2024/Feasibility of peak temperature targets in light of institutional constraints.jpg,"The Paris Agreement requires reaching net-zero carbon emissions, but a debate exists on how fast this can be achieved. This study establishes scenarios with different feasibility constraints and finds that the institutional dimension plays a key role for determining the feasible peak temperature.","Christoph Bertram, Elina Brutschin, Keywan Riahi",No publication date,Article,"Despite faster-than-expected progress in clean energy technology deployment, global annual CO2emissions have increased from 2020 to 2023. The feasibility of limiting warming to 1.5 °C is therefore questioned. Here we present a model intercomparison study that accounts for emissions trends until 2023 and compares cost-effective scenarios to alternative scenarios with institutional, geophysical and technological feasibility constraints and enablers informed by previous literature. Our results show that the most ambitious mitigation trajectories with updated climate information still manage to limit peak warming to below 1.6 °C (‘low overshoot’) with around 50% likelihood. However, feasibility constraints, especially in the institutional dimension, decrease this maximum likelihood considerably to 5–45%. Accelerated energy demand transformation can reduce costs for staying below 2 °C but have only a limited impact on further increasing the likelihood of limiting warming to 1.6 °C. Our study helps to establish a new benchmark of mitigation scenarios that goes beyond the dominant cost-effective scenario design."
Enhanced woody biomass production in a mature temperate forest under elevated CO2,https://www.nature.com/articles/s41558-024-02090-3,nature_articles/images_2024/Enhanced woody biomass production in a mature temperate forest under elevated CO2.jpg,"While experiments in younger trees support increased production under higher CO2, it is unclear whether more mature trees can respond similarly. Here, the authors show increased production of biomass in a 180-year-old Quercus robur L. woodland under 7 years of free-air CO2 enrichment (FACE).","Richard J. Norby, Neil J. Loader, A. Robert MacKenzie",No publication date,Article,"Enhanced CO2assimilation by forests as atmospheric CO2concentration rises could slow the rate of CO2increase if the assimilated carbon is allocated to long-lived biomass. Experiments in young tree plantations support a CO2fertilization effect as atmospheric CO2continues to increase. Uncertainty exists, however, as to whether older, more mature forests retain the capacity to respond to elevated CO2.Here, aided by tree-ring analysis and canopy laser scanning, we show that a 180-year-oldQuercus roburL. woodland in central England increased the production of woody biomass when exposed to free-air CO2enrichment (FACE) for 7 years. Further, elevated CO2increased exudation of carbon from fine roots into the soil with likely effects on nutrient cycles. The increase in tree growth and allocation to long-lived woody biomass demonstrated here substantiates the major role for mature temperate forests in climate change mitigation."
Reduced Arctic Ocean CO2 uptake due to coastal permafrost erosion,https://www.nature.com/articles/s41558-024-02074-3,nature_articles/images_2024/Reduced Arctic Ocean CO2 uptake due to coastal permafrost erosion.jpg,The rate of Arctic coastal permafrost erosion is predicted to increase up to 3 times by 2100. Here the authors model how organic matter released from coastal permafrost erosion will reduce the CO2 sink capacity of the Arctic Ocean and lead to positive feedbacks on climate.,"David M. Nielsen, Fatemeh Chegini, Tatiana Ilyina",No publication date,Article,"Arctic coastal permafrost erosion is projected to increase by a factor of 2–3 by 2100. However, organic matter fluxes from the coastal permafrost into the ocean have not been considered in Earth system models so far. Here we represent coastal permafrost erosion in an Earth system model and perform simulations with varying permafrost organic matter properties, such as sinking fraction and nutrient content. We find that coastal erosion reduces the Arctic Ocean CO2uptake from the atmosphere in all simulations: by 4.6–13.2 TgC yr−1by 2100, which is ~7–14% of the Inner Arctic Ocean uptake. We show that coastal permafrost erosion exerts a positive biogeochemical feedback on climate, increasing atmospheric CO2by 1–2 TgC yr−1per °C of increase in global surface air temperature. Our work will allow coastal permafrost erosion to be considered in future climate change assessments."
Climate change engagement of scientists,https://www.nature.com/articles/s41558-024-02091-2,nature_articles/images_2024/Climate change engagement of scientists.jpg,"Scientists play a crucial role in addressing climate change. Using a large-scale international survey, this study explores scientists’ beliefs about climate change and their perceived barriers to climate change engagement.","Fabian Dablander, Maien S. M. Sachisthal, Jonas M. B. Haslbeck",No publication date,Article,"Climate change is one of the biggest threats to humanity. Scientists are well positioned to help address it beyond conducting academic research, yet little is known about their wider engagement with the topic. We investigate scientists’ engagement with climate change using quantitative and qualitative analyses of a large-scale survey (N= 9,220) across 115 countries, all fields and all career stages. Many scientists already engage in individual lifestyle changes, but fewer engage in advocacy or activism. On the basis of our quantitative and qualitative results, we propose a two-step model of engagement to better understand why. Scientists must first overcome intellectual and practical barriers to be willing to engage, and then overcome additional barriers to actually engage. On the basis of this model, we provide concrete recommendations for increasing scientists’ engagement with climate change."
Removing development incentives in risky areas promotes climate adaptation,https://www.nature.com/articles/s41558-024-02082-3,nature_articles/images_2024/Removing development incentives in risky areas promotes climate adaptation.jpg,"Adaptation requires limiting exposure to climate threats, and policies should focus on curbing development in risky areas. By examining the Coastal Barrier Resources Act, researchers demonstrate that removing financial incentives for development can lower climate risks and damages.","Hannah Druckenmiller, Yanjun (Penny) Liao, Shan Zhang",No publication date,Article,"As natural disasters grow in frequency and intensity with climate change, limiting the populations and properties in harm’s way will be key to adaptation. This study evaluates one approach to discouraging development in risky areas—eliminating public incentives for development, such as infrastructure investments, disaster assistance and federal flood insurance. Using machine learning and matching techniques, we examine the Coastal Barrier Resources System (CBRS), a set of lands where these federal incentives have been removed. We find that the policy leads to lower development densities inside designated areas, increases development in neighbouring areas, reduces flood damages and alters local demographics. Our results suggest that the CBRS generates substantial savings for the federal government by reducing flood claims in the National Flood Insurance Program, while increasing the property tax base in coastal counties."
