Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
2021 North American heatwave amplified by climate change-driven nonlinear interactions,https://www.nature.com/articles/s41558-022-01520-4,nature_articles/images_2022/2021 North American heatwave amplified by climate change-driven nonlinear interactions.jpg,The North American Pacific Northwest experienced an unprecedented heatwave in summer 2021. This study shows that atmospheric circulation features and regional soil dryness both amplified the event’s severity; future warming increases the chance of an equivalent or stronger event.,"Samuel Bartusek, Kai Kornhuber, Mingfang Ting",No publication date,Article,"Heat conditions in North America in summer 2021 exceeded previous heatwaves by margins many would have considered impossible under current climate conditions. Associated severe impacts highlight the need for understanding the physical drivers of the heatwave and relations to climate change, to improve the projection and prediction of future extreme heat risks. Here, we find that slow- and fast-moving components of the atmospheric circulation interacted, along with regional soil moisture deficiency, to trigger a 5-sigma heat event. Its severity was amplified ~40% by nonlinear interactions between its drivers, probably driven in part by land–atmosphere feedbacks catalysed by long-term regional warming and soil drying. Since the 1950s, global warming has transformed the peak daily regional temperature anomaly of the event from virtually impossible to a presently estimated ~200-yearly occurrence. Its likelihood is projected to increase rapidly with further global warming, possibly becoming a 10-yearly occurrence in a climate 2 °C warmer than the pre-industrial period, which may be reached by 2050."
Large uncertainty in future warming due to aerosol forcing,https://www.nature.com/articles/s41558-022-01516-0,nature_articles/images_2022/Large uncertainty in future warming due to aerosol forcing.jpg,"The degree to which aerosols influence surface temperatures is not well understood. Here, the authors argue that reducing the uncertainties in the climate response to aerosol forcing is one of the key challenges to reduce overall uncertainties of warming projections.","Duncan Watson-Parris, Christopher J. Smith",No publication date,Brief Communication,"Despite a concerted research effort and extensive observational record, uncertainty in climate sensitivity and aerosol forcing, the two largest contributions to future warming uncertainty, remains large. Here we highlight the stark disparity that different aerosol forcing can imply for future warming projections: scenarios compatible with the Paris Agreement can either easily meet the specified warming limits or risk missing them completely using plausible samples from the IPCC Sixth Assessment Report assessed uncertainty ranges."
Asymmetric emergence of low-to-no snow in the midlatitudes of the American Cordillera,https://www.nature.com/articles/s41558-022-01518-y,nature_articles/images_2022/Asymmetric emergence of low-to-no snow in the midlatitudes of the American Cordillera.jpg,"Future changes and regional differences in snowpacks are unclear. Here the American Cordillera mountain range, spanning the Americas, is estimated to lose snow faster in the southern midlatitudes—global warming should be limited to below 2.5 °C to prevent low-to-no-snow conditions across the range.","Alan M. Rhoades, Benjamin J. Hatchett, Andrew D. Jones",No publication date,Article,"Societies and ecosystems within and downstream of mountains rely on seasonal snowmelt to satisfy their water demands. Anthropogenic climate change has reduced mountain snowpacks worldwide, altering snowmelt magnitude and timing. Here the global warming level leading to widespread and persistent mountain snowpack decline, termed low-to-no snow, is estimated for the world’s most latitudinally contiguous mountain range, the American Cordillera. We show that a combination of dynamical, thermodynamical and hypsometric factors results in an asymmetric emergence of low-to-no-snow conditions within the midlatitudes of the American Cordillera. Low-to-no-snow emergence occurs approximately 20 years earlier in the southern hemisphere, at a third of the local warming level, and coincides with runoff efficiency declines (8% average) in both dry and wet years. The prevention of a low-to-no-snow future in either hemisphere requires the level of global warming to be held to, at most, +2.5 °C."
Ratcheting of climate pledges needed to limit peak global warming,https://www.nature.com/articles/s41558-022-01508-0,nature_articles/images_2022/Ratcheting of climate pledges needed to limit peak global warming.jpg,"Many countries have submitted updated and new emissions reduction pledges in COP26, but further ratcheting of pledges is needed to reach the 1.5 °C goal. Ratcheting near-term ambition through 2030 could bring the largest climate benefits and avoid potential long-term temperature overshoot.","Gokul Iyer, Yang Ou, Haewon McJeon",No publication date,Article,"The new and updated emission reduction pledges submitted by countries ahead of the Twenty-Sixth Conference of Parties represent a meaningful strengthening of global ambition compared to the 2015 Paris pledges. Yet, limiting global warming below 1.5 °C this century will require countries to ratchet ambition for 2030 and beyond. Here, we explore a suite of emissions pathways to show that ratcheting near-term ambition through 2030 will be crucial to limiting peak temperature changes. Delaying ratcheting ambition to beyond 2030 could still deliver end-of-century temperature change of less than 1.5 °C but would result in higher temperature overshoot over many decades with the potential for adverse consequences. Ratcheting near-term ambition would also deliver benefits from enhanced non-CO2mitigation and facilitate faster transitions to net-zero emissions systems in major economies."
Favourability towards natural gas relates to funding source of university energy centres,https://www.nature.com/articles/s41558-022-01521-3,nature_articles/images_2022/Favourability towards natural gas relates to funding source of university energy centres.jpg,"University-based energy centres play an important role in climate discourse but many are funded by fossil fuel businesses. This study shows that fossil-fuel-funded centres express more positive sentiment towards natural gas, compared to renewable energy, than those not funded by the fossil industry.","Douglas Almond, Xinming Du, Anna Papp",No publication date,Article,"Methane is 28 to 86 times more potent as a driver of global warming than CO2. Global methane concentrations have increased at an accelerating rate since 2004, yet the role of fossil fuels and revitalized natural gas extraction and distribution in accelerating methane concentrations is poorly recognized. Here we examine the policy positioning of university-based energy centres towards natural gas, given their growing influence on climate discourse. We conducted sentiment analysis using a lexicon- and rule-based sentiment scoring tool on 1,168,194 sentences in 1,706 reports from 26 universities, some of which receive their primary funding from the natural gas industry. We found that fossil-funded centres are more favourable in their reports towards natural gas than towards renewable energy, and tweets are more favourable when they mention funders by name. Centres less dependent on fossil funding show a reversed pattern with more neutral sentiment towards gas, and favour solar and hydro power."
Snowmelt risk telecouplings for irrigated agriculture,https://www.nature.com/articles/s41558-022-01509-z,nature_articles/images_2022/Snowmelt risk telecouplings for irrigated agriculture.jpg,"Agriculture dependent on snowmelt will face serious challenges under climate change, which increases risks for countries that import these crop products. Food security and livelihoods in countries heavily exposed to global food trade may be vulnerable even though domestic production is not affected.","Yue Qin, Chaopeng Hong, Nathaniel D. Mueller",No publication date,Article,"Climate change is altering the timing and magnitude of snowmelt, which may either directly or indirectly via global trade affect agriculture and livelihoods dependent on snowmelt. Here, we integrate subannual irrigation and snowmelt dynamics and a model of international trade to assess the global redistribution of snowmelt dependencies and risks under climate change. We estimate that 16% of snowmelt used for irrigation is for agricultural products traded globally, of which over 70% is from five countries. Globally, we observe a prodigious snowmelt dependence and risk diffusion, with particularly evident importing of products at risk in western Europe. In Germany and the UK, local fraction of surface-water-irrigated agriculture supply exposed to snowmelt risks could increase from negligible to 16% and 10%, respectively, under a 2 °C warming. Our results reveal the trade-exposure of agricultural supplies, highlighting regions and crops whose consumption may be vulnerable to changing snowmelt even if their domestic production is not."
Evapotranspiration frequently increases during droughts,https://www.nature.com/articles/s41558-022-01505-3,nature_articles/images_2022/Evapotranspiration frequently increases during droughts.jpg,The authors use a water balance approach to show that drought-driven evapotranspiration increases are widespread and depend on the magnitude of precipitation and total water shortage anomalies. Earth system models underestimate the probability of drought-driven evapotranspiration increases in drier regions.,"Meng Zhao, Geruo A, Alexandra G. Konings",No publication date,Article,"Changes in evapotranspiration (ET) affect water availability and ecosystem health. Higher evaporative demand during drought acts to increase ET, but droughts also reduce the moisture supply necessary for ET, limiting predictions of even the sign of ET anomalies. Drought-driven increases in ET (\({\rm{ET}}_{{\rm{drought}}}^ +\)) are of particular concern because they quickly deplete water resources, causing flash droughts and acute stress on ecosystems. Here, using a water balance approach, we show that\({\rm{ET}}_{{\rm{drought}}}^ +\)is globally widespread, occurring in 44.4% of drought months. The sign of ET’s drought response depends most on the magnitude of precipitation and total water storage anomalies, rather than its location. The Coupled Model Intercomparison Project Phase 6 Earth system models underestimate the\({\rm{ET}}_{{\rm{drought}}}^ +\)probability by nearly one-half, and more so in drier regions, primarily due to missing representations of soil structure effects on soil evaporation, as well as incorrectly parameterized plant and soil traits. These processes should be prioritized to reduce model uncertainties in the water–energy–food nexus."
Seasonal increase of methane emissions linked to warming in Siberian tundra,https://www.nature.com/articles/s41558-022-01512-4,nature_articles/images_2022/Seasonal increase of methane emissions linked to warming in Siberian tundra.jpg,The authors provide long-term observational evidence of an increasing trend of early summer methane emissions from a permafrost site in the Lena River Delta linked to atmospheric warming. This observed trend constitutes a major development given the thick and cold permafrost in the study area.,"Norman Rößger, Torsten Sachs, Lars Kutzbach",No publication date,Article,"While increasing methane emissions from thawing permafrost are anticipated to be a major climate feedback, no observational evidence for such an increase has previously been documented in the literature. Here we report a trend of increasing methane emissions for the early summer months of June and July at a permafrost site in the Lena River Delta, on the basis of the longest set of eddy covariance methane flux data in the Arctic. Along with a strong air temperature rise of 0.3 ± 0.1 °C yr−1in June, which corresponds to an earlier warming of 11 d, the methane emissions in June and July have increased by roughly 1.9 ± 0.7% yr−1since 2004. Although the tundra’s maximum source strength in August has not yet changed, this increase in early summer methane emissions shows that atmospheric warming has begun to considerably affect the methane flux dynamics of permafrost-affected ecosystems in the Arctic."
Desert dunes transformed by end-of-century changes in wind climate,https://www.nature.com/articles/s41558-022-01507-1,nature_articles/images_2022/Desert dunes transformed by end-of-century changes in wind climate.jpg,"How sand dunes situated in arid areas change under warming is not well known. Here the authors assess predicted changes in sand-moving wind regimes and find that dune shapes, speeds and directions of movement will probably change in many regions, as well as the potential expansion of sand seas and a reactivation of currently dormant dune fields.","Andreas C. W. Baas, Lucie A. Delobel",No publication date,Article,"Sand dunes in arid regions are conspicuous mobile landforms that require adaptation and mitigation strategies to protect human infrastructure and economic assets from encroachment, and play a substantial role in desertification and atmospheric dust emissions. Here we show how the shape, migration speed and direction of mobile desert dunes globally are projected to change by 2100, in response to sand-moving wind regime shifts associated with climate change under the shared socio-economic pathway SSP5-8.5 (SSP, shared socio-economic pathway) scenario. We find transformations in dune dynamics for many sand seas and dune fields across the Sahara, The Horn of Africa, the Southern Arabian Peninsula, South Asia, China and Australia—as well as an increased potential for sand sea expansion and reactivation of dormant dune fields—linked to climate change alterations in the Hadley circulation, extra-tropical cyclone activity and monsoon systems. These projected changes will affect planning for and management of dune encroachment on transportation infrastructure, industry and urban development in desert regions."
Global mitigation opportunities for the life cycle of natural gas-fired power,https://www.nature.com/articles/s41558-022-01503-5,nature_articles/images_2022/Global mitigation opportunities for the life cycle of natural gas-fired power.jpg,"Natural gas is seen as a key interim fuel along the pathway to a zero-carbon energy system, yet there is some concern it may delay the transition. This Analysis estimates the life cycle emissions from gas-fired electricity and the abatement potential of different mitigation options.","Sarah M. Jordaan, Andrew W. Ruttinger, Arvind P. Ravikumar",No publication date,Analysis,"Over 100 countries pledged to reduce methane emissions by 30% by 2030 at COP26, but whether gas can serve as a bridge to lower-carbon options remains disputed. With an increasingly global supply chain, countries have different responsibilities in mitigation. We determine the global average of life cycle greenhouse gas emissions from the delivery of gas-fired electricity to be 645 gCO2e kWh−1(334–1,389 gCO2e kWh−1), amounting to 3.6 GtCO2e yr−1in 2017 (10% of energy-related emissions). Deploying mitigation options can reduce global emissions from gas-fired power by 71% with carbon capture and storage, methane abatement, and efficiency upgrades contributing 43%, 12% and 5%, respectively. Mitigation falls within national responsibilities, except an annual 20.5 MtCO2e of ocean transport emissions. For gas to truly be a bridge fuel, countries involved with the life cycle of gas-fired power need to deploy all mitigation options while balancing the risk of locking in carbon-intensive electricity."
How the USA can benefit from risk-based premiums combined with flood protection,https://www.nature.com/articles/s41558-022-01501-7,nature_articles/images_2022/How the USA can benefit from risk-based premiums combined with flood protection.jpg,"The National Flood Insurance Program is a key tool for managing growing flood risk in the USA. This research shows that premiums based on local risk, rather than national averages, will generate large societal benefits, and investments in large-scale adaptation infrastructure will enhance these impacts.","Lars T. de Ruig, Toon Haer, Jeroen C. J. H. Aerts",No publication date,Article,"Flood risk management in the USA is largely embedded in the National Flood Insurance Program (NFIP). Climate change and increasing exposure in flood plains pose a challenge to flood risk managers and make it vital to reduce risk in the future. The proposed reforms are steering the NFIP to risk-based premiums, but it is uncertain if the reforms will result in unaffordability and incentivize risk-reduction investments or how the NFIP is affected by large-scale adaptation efforts. Using an agent-based model approach for current and future scenarios, we demonstrate that risk-based premiums will yield a positive societal benefit (US$10 billion) because they will incentivize household risk-reduction investments. Moreover, our results show that proactive investment in large-scale adaptation measures complements a transition to risk-based premiums to yield a higher overall societal benefit (US$26 billion). We suggest that transitioning the NFIP to risk-based premiums can only be secured by additional investments in large-scale flood protection infrastructure."
Climate-mediated shifts in temperature fluctuations promote extinction risk,https://www.nature.com/articles/s41558-022-01490-7,nature_articles/images_2022/Climate-mediated shifts in temperature fluctuations promote extinction risk.jpg,"The authors project changes in mean thermal stress, as well as its persistence and variability. They show complex impacts on species stability but universal increases in extinction risk, and highlight the need to go beyond average-temperature-based projections of biological performance.","Kate Duffy, Tarik C. Gouhier, Auroop R. Ganguly",No publication date,Article,"Climate-mediated changes in thermal stress can destabilize animal populations and promote extinction risk. However, risk assessments often focus on changes in mean temperatures and thus ignore the role of temporal variability or structure. Using Earth System Model projections, we show that significant regional differences in the statistical distribution of temperature will emerge over time and give rise to shifts in the mean, variability and persistence of thermal stress. Integrating these trends into mathematical models that simulate the dynamical and cumulative effects of thermal stress on the performance of 38 globally distributed ectotherm species revealed complex regional changes in population stability over the twenty-first century, with temperate species facing higher risk. Yet despite their idiosyncratic effects on stability, projected temperatures universally increased extinction risk. Overall, these results show that the effects of climate change may be more extensive than previously predicted on the basis of the statistical relationship between biological performance and average temperature."
Tipping points of marine phytoplankton to multiple environmental stressors,https://www.nature.com/articles/s41558-022-01489-0,nature_articles/images_2022/Tipping points of marine phytoplankton to multiple environmental stressors.jpg,"The authors establish machine learning models to identify multifactor tipping points of global marine phytoplankton. They show that temperature and carbon dioxide dominate risks, and project crossing tipping points in tropical area production (50%) and resistance (41%) by 2100 under high emissions.","Zhan Ban, Xiangang Hu, Jinghong Li",No publication date,Article,"Globally, anthropogenic climate change is threatening marine species. However, whether and how global marine phytoplankton, which represent the base of marine food webs, will exceed their tipping points under multiple climate factors remain unclear. Here, by establishing machine learning models, we identified the tipping points of global marine phytoplankton production and resistance under eight environmental stressors. Phytoplankton production and resistance are affected by multiple factors and the temperature and partial pressure of carbon dioxide dominate the risks for reaching their tipping points. If the current emission scenario continues, 50% (40–61% at 90% confidence) and 41% (2–80% at 90% confidence) of tropical areas would reach the tipping points of ongoing phytoplankton production and resistance decline, respectively, in 2100. Compared with single- or few-factor studies, machine learning (for example, ensemble machine learning) provides a powerful and realistic solution for policy-makers facing large-scale ecological responses to global climate changes under multiple environmental stressors."
Unique thermal sensitivity imposes a cold-water energetic barrier for vertical migrators,https://www.nature.com/articles/s41558-022-01491-6,nature_articles/images_2022/Unique thermal sensitivity imposes a cold-water energetic barrier for vertical migrators.jpg,"The authors report on the metabolic sensitivities of vertically migrating oceanic species to temperature and oxygen. They show that cold, rather than warmth, acts as an energetic barrier to these species, facilitating latitudinal range expansion under changing climate.","Brad A. Seibel, Matthew A. Birk",No publication date,Article,"Alterations of marine species’ ranges with climate change are often attributed to oxygen limitation in warming oceans. Here we report unique metabolic temperature sensitivities for the myriad of vertically migrating oceanic species that daily cross depth-related gradients in temperature and oxygen. In these taxa, selection favours high metabolic activity for predator–prey interactions in warm shallow water and hypoxia tolerance in the cold at depth. These diverging selective pressures result in thermal insensitivity of oxygen supply capacity and enhanced thermal sensitivity of active metabolic rate. Aerobic scope is diminished in the cold, well beyond thermodynamic influences and regardless of ambient oxygen levels, explaining the native distributions of tropical migrators and their recent range expansions following warming events. Cold waters currently constitute an energetic barrier to latitudinal range expansion in vertical migrators. As warming due to climate change approaches, and eventually surpasses, temperatures seen during past warming events, this energetic barrier will be relieved."
Warming reduces global agricultural production by decreasing cropping frequency and yields,https://www.nature.com/articles/s41558-022-01492-5,nature_articles/images_2022/Warming reduces global agricultural production by decreasing cropping frequency and yields.jpg,"Climate change will impact agriculture, and this study shows cropping frequency and caloric yield are negatively impacted on the global scale by warming. While cold regions will increase cropping frequency, warm regions will see greater decreases, resulting in an overall decline in production.","Peng Zhu, Jennifer Burney, Philippe Ciais",No publication date,Article,"Annual food caloric production is the product of caloric yield, cropping frequency (CF, number of production seasons per year) and cropland area. Existing studies have largely focused on crop yield, whereas how CF responds to climate change remains poorly understood. Here, we evaluate the global climate sensitivity of caloric yields and CF at national scale. We find a robust negative association between warming and both caloric yield and CF. By the 2050s, projected CF increases in cold regions are offset by larger decreases in warm regions, resulting in a net global CF reduction (−4.2 ± 2.5% in high emission scenario), suggesting that climate-driven decline in CF will exacerbate crop production loss and not provide climate adaptation alone. Although irrigation is effective in offsetting the projected production loss, irrigation areas have to be expanded by >5% in warm regions to fully offset climate-induced production losses by the 2050s."
Epigenetic plasticity enables copepods to cope with ocean acidification,https://www.nature.com/articles/s41558-022-01477-4,nature_articles/images_2022/Epigenetic plasticity enables copepods to cope with ocean acidification.jpg,The authors investigate the mechanism underlying the multigenerational resilience of a copepod to ocean acidification. They demonstrate that recovery of negative reproductive impacts is linked to epigenetic changes and highlight the need to consider plasticity in estimating future vulnerabilities.,"Young Hwan Lee, Min-Sub Kim, Jae-Seong Lee",No publication date,Article,"Plasticity enhances species fitness and survival under climate change. Ocean acidification poses a potential threat to copepods, a major zooplankton group that serves as a key link between the lower and higher trophic levels in the marine environment, yet the mechanisms underlying different adaptive responses remain poorly understood. Here we show that although elevated CO2can exert negative effects on reproduction ofParacyclopina nana, multigenerational plasticity can enable recovery after three generations. By integrating the methylome and transcriptome with the draft genome and undertaking DNA methylation treatments, we demonstrate the vital role of epigenetic modifications in ocean acidification responses and identify regions associated with reproductive resilience. Our results demonstrate that DNA methylation might play an important role in enhancing species fitness of copepods and that failing to consider phenotypic plasticity could lead to overestimation of species’ vulnerabilities."
