Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
Observed increases in extreme fire weather driven by atmospheric humidity and temperature,https://www.nature.com/articles/s41558-021-01224-1,nature_articles/images_2021/Observed increases in extreme fire weather driven by atmospheric humidity and temperature.jpg,Climate change has led to increased fire activity in parts of the globe due to observed increases in fire weather extremes. These trends are driven predominantly by decreasing relative humidity and increasing temperature.,"Piyush Jain, Dante Castellanos-Acuna, Mike D. Flannigan",No publication date,Article,"Recent increases in regional wildfire activity have been linked to climate change. Here, we analyse trends in observed global extreme fire weather and their meteorological drivers from 1979 to 2020 using the ERA5 reanalysis. Trends in annual extreme (95th percentile) values of the fire weather index (FWI95), initial spread index (ISI95) and vapour pressure deficit (VPD95) varied regionally, with global increases in mean values of 14, 12 and 12%, respectively. Significant increases occurred over a quarter to almost half of the global burnable land mass. Decreasing relative humidity was a driver of over three-quarters of significant increases in FWI95and ISI95, while increasing temperature was a driver for 40% of significant trends. Trends in VPD95were predominantly associated with increasing temperature. These trends are likely to continue, as climate change projections suggest global decreases in relative humidity and increases in temperature that may increase future fire risk where fuels remain abundant."
Climate and land-use changes reduce the benefits of terrestrial protected areas,https://www.nature.com/articles/s41558-021-01223-2,nature_articles/images_2021/Climate and land-use changes reduce the benefits of terrestrial protected areas.jpg,"The authors project future rates of temporal and spatial displacement of climate and land-use in protected areas (PAs), and show that more than one-quarter of the world’s PAs are highly threatened, with particular risk to PAs across tropical moist and grassland biomes.","Ernest F. Asamoah, Linda J. Beaumont, Joseph M. Maina",No publication date,Article,"Expanding and enhancing protected area networks (PAs) is at the forefront of efforts to conserve and restore global biodiversity but climate change and habitat loss can interact synergistically to undermine the potential benefits of PAs. Targeting conservation, adaptation and mitigation efforts requires understanding climate and land-use patterns within PAs, both currently and under future scenarios. Here, projecting rates of temporal and spatial displacement of climate and land-use revealed that more than one-quarter of the world’s PAs (~27%) are located in regions that will experience both high rates of climate change and land-use change by 2050. Substantial changes are expected to occur more often within PAs distributed across tropical moist and grassland biomes, which currently host diverse tetrapods and vascular plants, and fall into less-stringent management categories. Taken together, our findings can inform spatially adaptive natural resource management and actions to achieve sustainable development and biodiversity goals."
Demand-side solutions to climate change mitigation consistent with high levels of well-being,https://www.nature.com/articles/s41558-021-01219-y,nature_articles/images_2021/Demand-side solutions to climate change mitigation consistent with high levels of well-being.jpg,Evaluation of mitigation actions often focuses on cost and overlooks the direct effects on well-being. This work shows demand-side measures have large mitigation potential and beneficial effects on well-being outcomes.,"Felix Creutzig, Leila Niamir, Diana Ürge-Vorsatz",No publication date,Article,"Mitigation solutions are often evaluated in terms of costs and greenhouse gas reduction potentials, missing out on the consideration of direct effects on human well-being. Here, we systematically assess the mitigation potential of demand-side options categorized into avoid, shift and improve, and their human well-being links. We show that these options, bridging socio-behavioural, infrastructural and technological domains, can reduce counterfactual sectoral emissions by 40–80% in end-use sectors. Based on expert judgement and an extensive literature database, we evaluate 306 combinations of well-being outcomes and demand-side options, finding largely beneficial effects in improvement in well-being (79% positive, 18% neutral and 3% negative), even though we find low confidence on the social dimensions of well-being. Implementing such nuanced solutions is based axiomatically on an understanding of malleable rather than fixed preferences, and procedurally on changing infrastructures and choice architectures. Results demonstrate the high mitigation potential of demand-side mitigation options that are synergistic with well-being."
A multi-model analysis of long-term emissions and warming implications of current mitigation efforts,https://www.nature.com/articles/s41558-021-01206-3,nature_articles/images_2021/A multi-model analysis of long-term emissions and warming implications of current mitigation efforts.jpg,Mitigation pathways tend to focus on an end temperature target and calculate how to keep within these bounds. This work uses seven integrated assessment models to consider current mitigation efforts and project likely temperature trajectories.,"Ida Sognnaes, Ajay Gambhir, Glen P. Peters",No publication date,Article,"Most of the integrated assessment modelling literature focuses on cost-effective pathways towards given temperature goals. Conversely, using seven diverse integrated assessment models, we project global energy CO2emissions trajectories on the basis of near-term mitigation efforts and two assumptions on how these efforts continue post-2030. Despite finding a wide range of emissions by 2050, nearly all the scenarios have median warming of less than 3 °C in 2100. However, the most optimistic scenario is still insufficient to limit global warming to 2 °C. We furthermore highlight key modelling choices inherent to projecting where emissions are headed. First, emissions are more sensitive to the choice of integrated assessment model than to the assumed mitigation effort, highlighting the importance of heterogeneous model intercomparisons. Differences across models reflect diversity in baseline assumptions and impacts of near-term mitigation efforts. Second, the common practice of using economy-wide carbon prices to represent policy exaggerates carbon capture and storage use compared with explicitly modelling policies."
Risk transfer policies and climate-induced immobility among smallholder farmers,https://www.nature.com/articles/s41558-021-01205-4,nature_articles/images_2021/Risk transfer policies and climate-induced immobility among smallholder farmers.jpg,"Smallholder farmers will be impacted substantially by climate change and need to adapt. Agent-based modelling shows that interventions, particularly cash transfer paired with risk transfer mechanisms, lead to increased migration and uptake of cash crops, with higher income and lower inequality.","Nicolas Choquette-Levy, Matthias Wildemeersch, Simon A. Levin",No publication date,Article,"Climate change is anticipated to impact smallholder farmer livelihoods substantially. However, empirical evidence is inconclusive regarding how increased climate stress affects smallholder farmers’ deployment of various livelihood strategies, including rural–urban migration. Here we use an agent-based model to show that in a South Asian agricultural community experiencing a 1.5oC temperature increase by 2050, climate impacts are likely to decrease household income in 2050 by an average of 28%, with fewer households investing in both economic migration and cash crops, relative to a stationary climate. Pairing a small cash transfer with risk transfer mechanisms significantly increases the adoption of migration and cash crops, improves community incomes and reduces community inequality. While specific results depend on contextual factors such as risk preferences and climate risk exposure, these interventions are robust in improving adaptation outcomes and alleviating immobility, by addressing the intersection of risk aversion, financial constraints and climate impacts."
Climatic limit for agriculture in Brazil,https://www.nature.com/articles/s41558-021-01214-3,nature_articles/images_2021/Climatic limit for agriculture in Brazil.jpg,Soybean and maize yields in the Amazon-Cerrado region of Brazil are dependent on water from rain. Warming and drying will make the climate less suitable for agricultural production; changes have already moved 28% of croplands out of their optimum climate space.,"Ludmila Rattis, Paulo M. Brando, Michael T. Coe",No publication date,Article,"Brazil’s leadership in soybean and maize production depends on predictable rainfall in the Amazon-Cerrado agricultural frontier. Here we assess whether agricultural expansion and intensification in the region are approaching a climatic limit to rainfed production. We show that yields decline in years with unusually low rainfall or high aridity during the early stages of crop development—a pattern observed in rainfed and irrigated areas alike. Although agricultural expansion and intensification have increased over time, dry–hot weather during drought events has slowed their rate of growth. Recent regional warming and drying already have pushed 28% of current agricultural lands out of their optimum climate space. We project that 51% of the region’s agriculture will move out of that climate space by 2030 and 74% by 2060. Although agronomic adaptation strategies may relieve some of these impacts, maintaining native vegetation is a critical part of the solution for stabilizing the regional climate."
Anthropogenic emissions and urbanization increase risk of compound hot extremes in cities,https://www.nature.com/articles/s41558-021-01196-2,nature_articles/images_2021/Anthropogenic emissions and urbanization increase risk of compound hot extremes in cities.jpg,Heat extremes threaten the health of urban residents with particularly strong impacts from day–night sustained heat. Observation and simulation data across eastern China show increasing risks of compound events attributed to anthropogenic emissions and urbanization.,"Jun Wang, Yang Chen, Yamin Hu",No publication date,Article,"Urban areas are experiencing strongly increasing hot temperature extremes. However, these urban heat events have seldom been the focus of traditional detection and attribution analysis designed for regional to global changes. Here we show that compound (day–night sustained) hot extremes are more dangerous than solely daytime or nighttime heat, especially to female and older urban residents. Urban compound hot extremes across eastern China have increased by 1.76 days per decade from 1961 to 2014 with fingerprints of urban expansion and anthropogenic emissions detected by a stepwise detection and attribution method. Their attributable fractions are estimated as 0.51 (urbanization), 1.63 (greenhouse gases) and −0.54 (other anthropogenic forcings) days per decade. Future emissions and urbanization would make these compound events two to five times more frequent (2090s versus 2010s), leading to a threefold-to-sixfold growth in urban population exposure. Our findings call for tailored adaptation planning against rapidly growing health threats from compound heat in cities."
A systematic global stocktake of evidence on human adaptation to climate change,https://www.nature.com/articles/s41558-021-01170-y,nature_articles/images_2021/A systematic global stocktake of evidence on human adaptation to climate change.jpg,"Determining progress in adaptation to climate change is challenging, yet critical as climate change impacts increase. A stocktake of the scientific literature on implemented adaptation now shows that adaptation is mostly fragmented and incremental, with evidence lacking for its impact on reducing risk.","Lea Berrang-Ford, A. R. Siders, Thelma Zulfawu Abu",No publication date,Analysis,"Assessing global progress on human adaptation to climate change is an urgent priority. Although the literature on adaptation to climate change is rapidly expanding, little is known about the actual extent of implementation. We systematically screened >48,000 articles using machine learning methods and a global network of 126 researchers. Our synthesis of the resulting 1,682 articles presents a systematic and comprehensive global stocktake of implemented human adaptation to climate change. Documented adaptations were largely fragmented, local and incremental, with limited evidence of transformational adaptation and negligible evidence of risk reduction outcomes. We identify eight priorities for global adaptation research: assess the effectiveness of adaptation responses, enhance the understanding of limits to adaptation, enable individuals and civil society to adapt, include missing places, scholars and scholarship, understand private sector responses, improve methods for synthesizing different forms of evidence, assess the adaptation at different temperature thresholds, and improve the inclusion of timescale and the dynamics of responses."
Threatened salmon rely on a rare life history strategy in a warming landscape,https://www.nature.com/articles/s41558-021-01186-4,nature_articles/images_2021/Threatened salmon rely on a rare life history strategy in a warming landscape.jpg,"Highlighting the importance of rare phenotypes in population persistence, the authors show that spring-run Chinook salmon late-migrant juveniles were critical for cohort success in drought and ocean heatwave years. Combined further warming and impassable dams threaten these late migrants’ survival.","F. Cordoleani, C. C. Phillis, R. C. Johnson",No publication date,Article,"Rare phenotypes and behaviours within a population are often overlooked, yet they may serve a heightened role for species imperilled by rapid warming. In threatened spring-run Chinook salmon spawning at the southern edge of the species range, we show late-migrating juveniles are critical to cohort success in years characterized by droughts and ocean heatwaves. Late migrants rely on cool river temperatures over summer, increasingly rare due to the combined effects of warming and impassable dams. Despite the dominance of late migrants, other strategies played an important role in many years. Our results suggest that further loss of phenotypic diversity will have critical impacts on population persistence in a warming climate. Predicted thermally suitable river conditions for late migrants will shrink rapidly in the future and will be largely relegated above impassable dams. Reconnecting diverse habitat mosaics to support phenotypic diversity will be integral to the long-term persistence of this species."
Impact of high-speed rail on road traffic and greenhouse gas emissions,https://www.nature.com/articles/s41558-021-01190-8,nature_articles/images_2021/Impact of high-speed rail on road traffic and greenhouse gas emissions.jpg,"Intercity high-speed rail (HSR) can have large climate benefits with its high energy efficiency. This study explores the substitution effects of HSR on road traffic in China, which can be translated to an annual reduction of 14.76 million tons of CO2-equivalent emissions.","Yatang Lin, Yu Qin, Mandi Xu",No publication date,Article,"Carbon emission reduction in the transportation sector is essential in the global mitigation effort, and a large-scale public transport system has the potential to be an effective instrument. High-speed rail (HSR) is one such example, yet it is unclear how much reduction in road traffic results from new rail routes. Using the difference-in-differences method, we show that new HSR routes in China lead to a 20.5 log-point reduction in the number of passenger vehicles and a 15.7 log-point reduction in freight vehicles running on parallel highways. These reductions were not seen on ordinary national roads. These effects translate into an annual reduction of 11.183 million tons of CO2equivalent of GHG emissions or 1.33% of GHG emissions in China’s transport sector. This mitigation effect mainly comes from the substitution of highway goods transport with the conventional railway instead of the direct replacement of highway passenger transport with HSRs. The environmental benefit of HSR in China has not been fully realized because of the thermal-dominated electricity supply. Our further projections suggest that in greener electricity conditions, the HSR in China can substantially contribute more to the reduction in GHG emissions from the transport sector."
Next-generation ensemble projections reveal higher climate risks for marine ecosystems,https://www.nature.com/articles/s41558-021-01173-9,nature_articles/images_2021/Next-generation ensemble projections reveal higher climate risks for marine ecosystems.jpg,Use of an enhanced suite of marine ecosystem models and Earth system model outputs from Phase 6 of the Coupled Model Intercomparison Project (CMIP6) reveals greater decline in mean global ocean animal biomass than previously projected under both strong-mitigation and high-emissions scenarios.,"Derek P. Tittensor, Camilla Novaglio, Julia L. Blanchard",No publication date,Article,"Projections of climate change impacts on marine ecosystems have revealed long-term declines in global marine animal biomass and unevenly distributed impacts on fisheries. Here we apply an enhanced suite of global marine ecosystem models from the Fisheries and Marine Ecosystem Model Intercomparison Project (Fish-MIP), forced by new-generation Earth system model outputs from Phase 6 of the Coupled Model Intercomparison Project (CMIP6), to provide insights into how projected climate change will affect future ocean ecosystems. Compared with the previous generation CMIP5-forced Fish-MIP ensemble, the new ensemble ecosystem simulations show a greater decline in mean global ocean animal biomass under both strong-mitigation and high-emissions scenarios due to elevated warming, despite greater uncertainty in net primary production in the high-emissions scenario. Regional shifts in the direction of biomass changes highlight the continued and urgent need to reduce uncertainty in the projected responses of marine ecosystems to climate change to help support adaptation planning."
"Machine-learning-based evidence and attribution mapping of 100,000 climate impact studies",https://www.nature.com/articles/s41558-021-01168-6,nature_articles/images_2021/Machine-learning-based evidence and attribution mapping of 100_000 climate impact studies.jpg,Evidence is growing on the impacts of climate change on human and natural systems. A two-step attribution approach—machine-learning-assisted literature review coupled with grid-cell-level temperature and precipitation—allows comprehensive mapping of the evidence on impacts and tentative attribution to anthropogenic influence.,"Max Callaghan, Carl-Friedrich Schleussner, Jan C. Minx",No publication date,Article,"Increasing evidence suggests that climate change impacts are already observed around the world. Global environmental assessments face challenges to appraise the growing literature. Here we use the language model BERT to identify and classify studies on observed climate impacts, producing a comprehensive machine-learning-assisted evidence map. We estimate that 102,160 (64,958–164,274) publications document a broad range of observed impacts. By combining our spatially resolved database with grid-cell-level human-attributable changes in temperature and precipitation, we infer that attributable anthropogenic impacts may be occurring across 80% of the world’s land area, where 85% of the population reside. Our results reveal a substantial ‘attribution gap’ as robust levels of evidence for potentially attributable impacts are twice as prevalent in high-income than in low-income countries. While gaps remain on confidently attributabing climate impacts at the regional and sectoral level, this database illustrates the potential current impact of anthropogenic climate change across the globe."
Climate change literacy in Africa,https://www.nature.com/articles/s41558-021-01171-x,nature_articles/images_2021/Climate change literacy in Africa.jpg,"Climate literacy—awareness of climate change and understanding that humans are responsible—is necessary for adaptation and mitigation. Levels of climate literacy across Africa are highly variable, with positive predictors of literacy identified, suggesting areas to target for increasing climate change literacy.","Nicholas P. Simpson, Talbot M. Andrews, Christopher H. Trisos",No publication date,Article,"Climate change literacy encompasses being aware of both climate change and its anthropogenic cause, and thus underpins informed mitigation and adaptation responses. However, climate change literacy rates and their predictors remain poorly understood across the Global South. Here analysis of Africa’s largest representative public opinion survey shows climate change literacy ranges from 23 to 66% of the population across 33 countries, with larger variation at subnational scales (for example, 5–71% among states in Nigeria). Strong positive predictors of climate change literacy are education and mobility, but poverty decreases climate change literacy, and country-level climate change literacy rates are, on average, 12.8% lower for women than men. Perceived drought experiences and historical trends in precipitation are also important predictors. These results highlight where interventions can target specific regions and demographics to increase climate change literacy and help ensure that responses are informed by better understanding of current and future climate change."
Trade-linked shipping CO2 emissions,https://www.nature.com/articles/s41558-021-01176-6,nature_articles/images_2021/Trade-linked shipping CO2 emissions.jpg,"More than 80% of trade by volume occurs via maritime shipping, with growing pressure to reduce associated GHG emissions. The top 10 single-direction trade pairs account for nearly 20% of emissions; optimizing trade patterns could reduce emissions by 38% of current totals.","Xiao-Tong Wang, Huan Liu, Ke-Bin He",No publication date,Article,"The ambitious targets for shipping emissions reduction and challenges for mechanism design call for new approaches to encourage decarbonization. Here we build a compound model chain to deconstruct global international shipping emissions to fine-scale trade flows and propose trade-linked indicators to measure shipping emissions efficiency. International maritime trade in 2018 contributes 746.2 Tg to shipping emissions of CO2, of which 17.2% is contributed from ten out of thousands of trade flows at the country level. We argue that potential unfairness exists if allocating shipping emissions responsibility to bilateral traders due to external beneficiaries. However, a huge shipping emissions-reduction potential could be expected by optimizing international trade patterns, with a maximum reaching 38% of the current total. Our comprehensive modelling system can serve as a benchmark tool to support the construction of a systematic solution and joint effort from the shipping industry and global trade network to address climate change."
Counterbalancing influences of aerosols and greenhouse gases on atmospheric rivers,https://www.nature.com/articles/s41558-021-01166-8,nature_articles/images_2021/Counterbalancing influences of aerosols and greenhouse gases on atmospheric rivers.jpg,"Atmospheric rivers, concentrated plumes of moisture important to extratropical precipitation, have not changed with historical warming. Model simulations suggest that this is due to the competing weakening effect of aerosols and strengthening effect of greenhouse gases, which dominates with future warming.","Seung H. Baek, Juan M. Lora",No publication date,Article,"Atmospheric rivers (ARs) are filamentary conduits of intense water vapour transport in the extratropics, accounting for the majority of poleward moisture transport in the mid-latitudes and acting as a key precipitation source for coastal regions. How ARs have responded to climate change nevertheless remains uncertain. Here we use a series of coupled model experiments to show that there was little to no change in mean AR characteristics in 1920–2005 due to opposite but equal influences from industrial aerosols, which weaken ARs, and greenhouse gases (GHGs), which strengthen them. Despite little historical change, the simulations project steep intensification of ARs in the coming decades, including mean AR-driven precipitation increases of up to ~20 mm per month, as the influence of GHGs greatly outpaces that of industrial aerosols. We also investigate the extent to which future AR changes are dynamically and thermodynamically driven, highlighting the need to conceptualize AR change beyond the scaling of humidity with warming."
