Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
The impacts of temperature anomalies and political orientation on perceived winter warming,https://www.nature.com/articles/nclimate2443,nature_articles/images_2014/The impacts of temperature anomalies and political orientation on perceived winter warming.jpg,"The evidence that climatic conditions influence beliefs about anthropogenic climate change is mixed. Now research analyses the extent to which US state-level winter temperature anomalies influence the likelihood of perceiving warmer-than-usual temperatures, and the attribution of such temperatures to global warming. Results show that temperature anomalies have a strong influence on perception, whereas attribution is mainly driven by perceived scientific consensus and political orientation.","Aaron M. McCright, Riley E. Dunlap, Chenyang Xiao",No publication date,Letter,"Although perceptions of common weather phenomena moderately align with instrumental measurements of such phenomena1, the evidence that weather or climatic conditions influence beliefs about anthropogenic climate change is mixed2,3,4,5,6,7,8,9,10,11,12,13. This study addresses both foci, which are important to scholars who investigate human–environment interactions and observers who expect greater exposure to weather or climate extremes to translate into stronger support for climate change adaptive measures and mitigative policies. We analyse the extent to which state-level winter temperature anomalies influence the likelihood of perceiving local winter temperatures to be warmer than usual and attributing these warmer temperatures mainly to global warming. We show that actual temperature anomalies influence perceived warming but not attribution of such warmer-than-usual winter temperatures to global warming. Rather, the latter is influenced more by perceived scientific agreement; beliefs about the current onset, human cause, threat and seriousness of global warming; and political orientation. This is not surprising given the politicization of climate science14,15and political polarization on climate change beliefs16,17in recent years. These results suggest that personal experience with weather or climate variability may help cultivate support for adaptive measures, but it may not increase support for mitigation policies."
Acting green elicits a literal warm glow,https://www.nature.com/articles/nclimate2449,nature_articles/images_2014/Acting green elicits a literal warm glow.jpg,"It is commonly assumed that pro-environmental behaviour can be triggered by offering an extrinsic reward. Now research shows that acting pro-environmentally elicits positive feelings and leads people to feel warmer. In experiments, people who learn they act in an environmentally friendly way feel good about themselves and perceive a higher room temperature than people who learn their behaviour is environmentally unfriendly.","Danny Taufik, Jan Willem Bolderdijk, Linda Steg",No publication date,Letter,"Environmental policies are often based on the assumption that people only act environmentally friendly if some extrinsic reward is implicated, usually money1,2. We argue that people might also be motivated by intrinsic rewards: doing the right thing (such as acting environmentally friendly) elicits psychological rewards in the form of positive feelings, a phenomenon known as warm glow3,4. Given the fact that people’s psychological state may affect their thermal state5,6, we expected that this warm glow could express itself quite literally: people who act environmentally friendly may perceive the temperature to be higher. In two studies, we found that people who learned they acted environmentally friendly perceived a higher temperature than people who learned they acted environmentally unfriendly. The underlying psychological mechanism pertains to the self-concept: learning you acted environmentally friendly signals to yourself that you are a good person. Together, our studies show that acting environmentally friendly can be psychologically rewarding, suggesting that appealing to intrinsic rewards can be an alternative way to encourage pro-environmental actions."
Land-use protection for climate change mitigation,https://www.nature.com/articles/nclimate2444,nature_articles/images_2014/Land-use protection for climate change mitigation.jpg,"A significant challenge for policies aiming to reduce carbon emissions from deforestation is the avoidance of international carbon leakage. Research now shows, however, that even globally implemented forest conservation schemes could allow another type of carbon leakage through cropland expansion into non-forested areas.","Alexander Popp, Florian Humpenöder, Jan Philipp Dietrich",No publication date,Letter,"Land-use change, mainly the conversion of tropical forests to agricultural land, is a massive source of carbon emissions and contributes substantially to global warming1,2,3. Therefore, mechanisms that aim to reduce carbon emissions from deforestation are widely discussed. A central challenge is the avoidance of international carbon leakage if forest conservation is not implemented globally4. Here, we show that forest conservation schemes, even if implemented globally, could lead to another type of carbon leakage by driving cropland expansion in non-forested areas that are not subject to forest conservation schemes (non-forest leakage). These areas have a smaller, but still considerable potential to store carbon5,6. We show that a global forest policy could reduce carbon emissions by 77 Gt CO2, but would still allow for decreases in carbon stocks of non-forest land by 96 Gt CO2until 2100 due to non-forest leakage effects. Furthermore, abandonment of agricultural land and associated carbon uptake through vegetation regrowth is hampered. Effective mitigation measures thus require financing structures and conservation investments that cover the full range of carbon-rich ecosystems. However, our analysis indicates that greater agricultural productivity increases would be needed to compensate for such restrictions on agricultural expansion."
Weaker soil carbon–climate feedbacks resulting from microbial and abiotic interactions,https://www.nature.com/articles/nclimate2438,nature_articles/images_2014/Weaker soil carbon_climate feedbacks resulting from microbial and abiotic interactions.jpg,"Parameterization of the temperature sensitivity of decomposition and efficiency of microbial carbon use represent large sources of uncertainty in soil carbon–climate responses. Now research shows that interactions between temperature, microbial biogeochemistry and mineral surface sorptive reactions could result in variable but weaker soil carbon–climate feedbacks compared with conventional substrate characterization with static temperature sensitivity.","Jinyun Tang, William J. Riley",No publication date,Letter,"The large uncertainty in soil carbon–climate feedback predictions has been attributed to the incorrect parameterization of decomposition temperature sensitivity (Q10; ref.1) and microbial carbon use efficiency2. Empirical experiments have found that these parameters vary spatiotemporally3,4,5,6, but such variability is not included in current ecosystem models7,8,9,10,11,12,13. Here we use a thermodynamically based decomposition model to test the hypothesis that this observed variability arises from interactions between temperature, microbial biogeochemistry, and mineral surface sorptive reactions. We show that because mineral surfaces interact with substrates, enzymes and microbes, bothQ10and microbial carbon use efficiency are hysteretic (so that neither can be represented by a single static function) and the conventional labile and recalcitrant substrate characterization with static temperature sensitivity is flawed. In a 4-K temperature perturbation experiment, our fully dynamic model predicted more variable but weaker soil carbon–climate feedbacks than did the staticQ10and static carbon use efficiency model when forced with yearly, daily and hourly variable temperatures. These results imply that current Earth system models probably overestimate the response of soil carbon stocks to global warming. Future ecosystem models should therefore consider the dynamic interactions between sorptive mineral surfaces, substrates and microbial processes."
Global disparity in the ecological benefits of reducing carbon emissions for coral reefs,https://www.nature.com/articles/nclimate2439,nature_articles/images_2014/Global disparity in the ecological benefits of reducing carbon emissions for coral reefs.jpg,Mass bleaching of coral caused by extreme thermal events is likely to intensify unless greenhouse-gas emissions are reduced. Modelling suggests that Pacific coral reefs will benefit from emissions reductions sooner than Caribbean reefs.,"Juan Carlos Ortiz, Yves-Marie Bozec, Peter J. Mumby",No publication date,Letter,"Even if carbon emissions are reduced drastically in the next decade the amount of carbon already stored in the atmosphere would lead to the occurrence of extreme thermal events every three to four years between 2040 and 20801,2. This time lag on the effect of reducing emissions suggests that the benefits of carbon emission reduction on the health of coral reefs will be noticeable only in the long term2,3,4. Here, we use a spatially explicit ecosystem model to compare the potential ecosystem benefits that Caribbean and Pacific reefs could gain from reductions in carbon emissions, and the timescale of these benefits. We found that whereas the effect of a reduction in emissions on Caribbean reefs will be modest and realized only in the long term (more than 60 years), Pacific reefs would start to show benefits within the first half of this century. Moreover, it seems that Pacific reefs have the potential to maintain their ecological integrity and ecosystem state in the mid- to long term if carbon emissions are reduced, but only if plate-like corals are present."
Microbe-driven turnover offsets mineral-mediated storage of soil carbon under elevated CO2,https://www.nature.com/articles/nclimate2436,nature_articles/images_2014/Microbe-driven turnover offsets mineral-mediated storage of soil carbon under elevated CO2.jpg,"Much uncertainty in the response of soil organic carbon (SOC) to climate change relates to the relative effects of microbial priming and mineral protection. Now research indicates that although protected C provides an important constraint on microbial priming, it is not sufficient to prevent reduced SOC storage in most terrestrial areas.","Benjamin N. Sulman, Richard P. Phillips, Stephen W. Pacala",No publication date,Letter,"The sensitivity of soil organic carbon (SOC) to changing environmental conditions represents a critical uncertainty in coupled carbon cycle–climate models1. Much of this uncertainty arises from our limited understanding of the extent to which root–microbe interactions induce SOC losses (through accelerated decomposition or ‘priming’2) or indirectly promote SOC gains (via ‘protection’ through interactions with mineral particles3,4). We developed a new SOC model to examine priming and protection responses to rising atmospheric CO2. The model captured disparate SOC responses at two temperate free-air CO2enrichment (FACE) experiments. We show that stabilization of ‘new’ carbon in protected SOC pools may equal or exceed microbial priming of ‘old’ SOC in ecosystems with readily decomposable litter and high clay content (for example, Oak Ridge5). In contrast, carbon losses induced through priming dominate the net SOC response in ecosystems with more resistant litters and lower clay content (for example, Duke6). The SOC model was fully integrated into a global terrestrial carbon cycle model to run global simulations of elevated CO2effects. Although protected carbon provides an important constraint on priming effects, priming nonetheless reduced SOC storage in the majority of terrestrial areas, partially counterbalancing SOC gains from enhanced ecosystem productivity."
Delays in reducing waterborne and water-related infectious diseases in China under climate change,https://www.nature.com/articles/nclimate2428,nature_articles/images_2014/Delays in reducing waterborne and water-related infectious diseases in China under climate change.jpg,"Millions of people in China lack ready access to clean water and sanitation. Projected impacts of climate change may delay China’s progress towards reducing the burden of water-, sanitation- and hygiene-attributable infectious disease.","Maggie Hodges, Jessica H. Belle, Justin V. Remais",No publication date,Article,
Household electricity access a trivial contributor to CO2 emissions growth in India,https://www.nature.com/articles/nclimate2414,nature_articles/images_2014/Household electricity access a trivial contributor to CO2 emissions growth in India.jpg,The linkages between the two goals of achieving universal access to modern energy and mitigating climate-altering emissions are assessed for the case of India.,Shonali Pachauri,No publication date,Letter,"Impetus to expand electricity access in developing nations is urgent1. Yet aspirations to provide universal access to electricity are often considered potentially conflicting with efforts to mitigate climate change2. How much newly electrified, largely poor, households raise emissions, however, remains uncertain. Results from a first retrospective analysis show that improvements in household electricity access contributed 3–4% of national emissions growth in India over the past three decades. Emissions from both the direct and indirect electricity use of more than 650 million people connected since 1981 accounted for 11–25% of Indian emissions growth or, on average, a rise of 0.008–0.018 tons of CO2per person per year between 1981 and 2011. Although this is a marginal share of global emissions, it does not detract from the importance for developing countries to start reducing the carbon intensities of their electricity generation to ensure sustainable development and avoid future carbon lock-in3,4. Significant ancillary benefits for air quality, health, energy security and efficiency may also make this attractive for reasons other than climate mitigation alone5,6."
Time of emergence for regional sea-level change,https://www.nature.com/articles/nclimate2397,nature_articles/images_2014/Time of emergence for regional sea-level change.jpg,"This work investigates when the anthropogenic signal in regional sea-level rise will emerge from natural variability. Considering thermal expansion and changes in density and circulation, 50% of the global ocean will show an anthropogenic signal by the early-to-mid 2040s, whereas when all variables are considered, the anthropogenic signal will emerge in over 50% of the global ocean by 2020. This is substantially earlier than for surface air temperature and has little dependence on emissions scenarios.","Kewei Lyu, Xuebin Zhang, Jianyu Hu",No publication date,Letter,"Determining the time when the climate change signal from increasing greenhouse gases exceeds and thus emerges from natural climate variability (referred to as the time of emergence, ToE) is an important climate change issue1. Previous ToE studies were mainly focused on atmospheric variables2,3,4,5,6,7. Here, based on three regional sea-level projection products available to 2100, which have increasing complexity in terms of included processes, we estimate the ToE for sea-level changes relative to the reference period 1986–2005. The dynamic sea level derived from ocean density and circulation changes alone leads to emergence over only limited regions. By adding the global-ocean thermal expansion effect, 50% of the ocean area will show emergence with rising sea level by the early-to-middle 2040s. Including additional contributions from land ice mass loss, land water storage change and glacial isostatic adjustment generally enhances the signal of regional sea-level rise (except in some regions with decreasing total sea levels), which leads to emergence over more than 50% of the ocean area by 2020. The ToE for total sea level is substantially earlier than that for surface air temperature and exhibits little dependence on the emission scenarios, which means that our society will face detectable sea-level change and its potential impacts earlier than surface air warming."
Rapid increase in the risk of extreme summer heat in Eastern China,https://www.nature.com/articles/nclimate2410,nature_articles/images_2014/Rapid increase in the risk of extreme summer heat in Eastern China.jpg,Mean summer temperature in Eastern China has increased by 0.82 °C since the 1950s and five of the hottest summers have occurred since 2000. This study estimates anthropogenic influence to have caused a greater than 60-fold increase in the likelihood of extreme summer heat and projects that hot summers will continue to increase in frequency.,"Ying Sun, Xuebin Zhang, Guoyu Ren",No publication date,Letter,"The summer of 2013 was the hottest on record in Eastern China. Severe extended heatwaves affected the most populous and economically developed part of China and caused substantial economic and societal impacts1. The estimated direct economic losses from the accompanying drought alone total 59 billion RMB (ref.2). Summer (June–August) mean temperature in the region has increased by 0.82 °C since reliable observations were established in the 1950s, with the five hottest summers all occurring in the twenty-first century. It is challenging to attribute extreme events to causes3,4,5,6. Nevertheless, quantifying the causes of such extreme summer heat and projecting its future likelihood is necessary to develop climate adaptation strategies7. We estimate that anthropogenic influence has caused a more than 60-fold increase in the likelihood of the extreme warm 2013 summer since the early 1950s, and project that similarly hot summers will become even more frequent in the future, with fully 50% of summers being hotter than the 2013 summer in two decades even under the moderate RCP4.5 emissions scenario. Without adaptation to reduce vulnerability to the effects of extreme heat, this would imply a rapid increase in risks from extreme summer heat to Eastern China."
Deep-ocean contribution to sea level and energy budget not detectable over the past decade,https://www.nature.com/articles/nclimate2387,nature_articles/images_2014/Deep-ocean contribution to sea level and energy budget not detectable over the past decade.jpg,"The global ocean is a major heat reservoir of the climate system. This study investigates ocean warming for 2005–2013 in the context of global sea-level rise and Earth’s energy budget, and finds that the deep ocean (below 2,000 m) has contributed negligibly to both.","W. Llovel, J. K. Willis, I. Fukumori",No publication date,Article,
Quantifying underestimates of long-term upper-ocean warming,https://www.nature.com/articles/nclimate2389,nature_articles/images_2014/Quantifying underestimates of long-term upper-ocean warming.jpg,"The ocean stores over 90% of the heat due to anthropogenic warming. This study uses satellite observations and climate models to investigate the warming of the upper ocean (0–700 m) and finds that warming is biased low, most likely because of poor Southern Hemisphere sampling. Applying adjustments results in a large increase in upper-ocean heat content estimates.","Paul J. Durack, Peter J. Gleckler, Karl E. Taylor",No publication date,Letter,"The global ocean stores more than 90% of the heat associated with observed greenhouse-gas-attributed global warming1,2,3,4. Using satellite altimetry observations and a large suite of climate models, we conclude that observed estimates of 0–700 dbar global ocean warming since 1970 are likely biased low. This underestimation is attributed to poor sampling of the Southern Hemisphere, and limitations of the analysis methods that conservatively estimate temperature changes in data-sparse regions5,6,7. We find that the partitioning of northern and southern hemispheric simulated sea surface height changes are consistent with precise altimeter observations, whereas the hemispheric partitioning of simulated upper-ocean warming is inconsistent with observedin-situ-based ocean heat content estimates. Relying on the close correspondence between hemispheric-scale ocean heat content and steric changes, we adjust the poorly constrained Southern Hemisphere observed warming estimates so that hemispheric ratios are consistent with the broad range of modelled results. These adjustments yield large increases (2.2–7.1 × 1022J 35 yr−1) to current global upper-ocean heat content change estimates, and have important implications for sea level, the planetary energy budget and climate sensitivity assessments."
Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,https://www.nature.com/articles/nclimate2400,nature_articles/images_2014/Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation.jpg,There is concern that ocean acidification will negatively affect the sensory abilities and behaviour of marine fishes. This study shows that negative impacts of elevated CO2 on fish behaviour are not diminished by transgenerational acclimation.,"Megan J. Welch, Sue-Ann Watson, Philip L. Munday",No publication date,Letter,"Behaviour and sensory performance of marine fishes are impaired at CO2levels projected to occur in the ocean in the next 50–100 years1,2,3,4,5, and there is limited potential for within-generation acclimation to elevated CO2(refs6,7). However, whether fish behaviour can acclimate or adapt to elevated CO2over multiple generations remains unanswered. We tested for transgenerational acclimation of reef fish olfactory preferences and behavioural lateralization at moderate (656 μatm) and high (912 μatm) end-of-century CO2projections. Juvenile spiny damselfish,Acanthochromis polyacanthus, from control parents (446 μatm) exhibited an innate avoidance to chemical alarm cue (CAC) when reared in control conditions. In contrast, juveniles lost their innate avoidance of CAC and even became strongly attracted to CAC when reared at elevated CO2levels. Juveniles from parents maintained at mid-CO2and high-CO2levels also lost their innate avoidance of CAC when reared in elevated CO2, demonstrating no capacity for transgenerational acclimation of olfactory responses. Behavioural lateralization was also disrupted for juveniles reared under elevated CO2, regardless of parental conditioning. Our results show minimal potential for transgenerational acclimation in this fish, suggesting that genetic adaptation will be necessary to overcome the effects of ocean acidification on behaviour."
Linearity between temperature peak and bioenergy CO2 emission rates,https://www.nature.com/articles/nclimate2399,nature_articles/images_2014/Linearity between temperature peak and bioenergy CO2 emission rates.jpg,The characteristics of the global mean temperature response to bioenergy production systems is explored under different assumptions and emissions scenarios in the context of the 2 °C target.,"Francesco Cherubini, Thomas Gasser, Anders H. Strømman",No publication date,Letter,"Many future energy and emission scenarios envisage an increase of bioenergy in the global primary energy mix1,2,3,4. In most climate impact assessment models and policies, bioenergy systems are assumed to be carbon neutral, thus ignoring the time lag between CO2emissions from biomass combustion and CO2uptake by vegetation5. Here, we show that the temperature peak caused by CO2emissions from bioenergy is proportional to the maximum rate at which emissions occur and is almost insensitive to cumulative emissions. Whereas the carbon–climate response (CCR; ref.6) to fossil fuel emissions is approximately constant, the CCR to bioenergy emissions depends on time, biomass turnover times, and emission scenarios. The linearity between temperature peak and bioenergy CO2emission rates resembles the characteristic of the temperature response to short-lived climate forcers. As for the latter7,8,9, the timing of CO2emissions from bioenergy matters. Under the international agreement to limit global warming to 2 °C by 21003, early emissions from bioenergy thus have smaller contributions on the targeted temperature than emissions postponed later into the future, especially when bioenergy is sourced from biomass with medium (50–60 years) or long turnover times (100 years)."
Determinants of stagnating carbon intensity in China,https://www.nature.com/articles/nclimate2388,nature_articles/images_2014/Determinants of stagnating carbon intensity in China.jpg,A systematic analysis shows that China’s climate policy on carbon intensity reduction may not help all Chinese regions to become more efficient and could actually lock the whole nation into a long-term emission-intensive economic structure.,"Dabo Guan, Stephan Klasen, Qiang Zhang",No publication date,Article,
