Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
Response of Arctic temperature to changes in emissions of short-lived climate forcers,https://www.nature.com/articles/nclimate2880,nature_articles/images_2015/Response of Arctic temperature to changes in emissions of short-lived climate forcers.jpg,"Arctic temperatures are most sensitive to emissions of short-lived climate forcers from a small number of Arctic nations (Russia and Nordic countries) that are also the most impacted by this warming, easing the implementation of mitigation strategies.","M. Sand, T. K. Berntsen, D. G. Victor",No publication date,Letter,"There is growing scientific1,2and political3,4interest in the impacts of climate change and anthropogenic emissions on the Arctic. Over recent decades temperatures in the Arctic have increased at twice the global rate, largely as a result of ice–albedo and temperature feedbacks5,6,7,8. Although deep cuts in global CO2emissions are required to slow this warming, there is also growing interest in the potential for reducing short-lived climate forcers (SLCFs; refs9,10). Politically, action on SLCFs may be particularly promising because the benefits of mitigation are seen more quickly than for mitigation of CO2and there are large co-benefits in terms of improved air quality11. This Letter is one of the first to systematically quantify the Arctic climate impact of regional SLCFs emissions, taking into account black carbon (BC), sulphur dioxide (SO2), nitrogen oxides (NOx), volatile organic compounds (VOCs), organic carbon (OC) and tropospheric ozone (O3), and their transport processes and transformations in the atmosphere. This study extends the scope of previous works2,12by including more detailed calculations of Arctic radiative forcing and quantifying the Arctic temperature response. We find that the largest Arctic warming source is from emissions within the Asian nations owing to the large absolute amount of emissions. However, the Arctic is most sensitive, per unit mass emitted, to SLCFs emissions from a small number of activities within the Arctic nations themselves. A stringent, but technically feasible mitigation scenario for SLCFs, phased in from 2015 to 2030, could cut warming by 0.2 (±0.17) K in 2050."
Network structure and influence of the climate change counter-movement,https://www.nature.com/articles/nclimate2875,nature_articles/images_2015/Network structure and influence of the climate change counter-movement.jpg,"An application of network science reveals the institutional and corporate structure of the climate change counter-movement in the United States, while computational text analysis shows its influence in the news media and within political circles.",Justin Farrell,No publication date,Letter,"Anthropogenic climate change represents a global threat to human well-being1,2,3and ecosystem functioning4. Yet despite its importance for science and policy, our understanding of the causes of widespread uncertainty and doubt found among the general public remains limited. The political and social processes driving such doubt and uncertainty are difficult to rigorously analyse, and research has tended to focus on the individual-level, rather than the larger institutions and social networks that produce and disseminate contrarian information. This study presents a new approach by using network science to uncover the institutional and corporate structure of the climate change counter-movement, and machine-learning text analysis to show its influence in the news media and bureaucratic politics. The data include a new social network of all known organizations and individuals promoting contrarian viewpoints, as well as the entirety of all written and verbal texts about climate change from 1993–2013 from every organization, three major news outlets, all US presidents, and every occurrence on the floor of the US Congress. Using network and computational text analysis, I find that the organizational power within the contrarian network, and the magnitude of semantic similarity, are both predicted by ties to elite corporate benefactors."
Making methane visible,https://www.nature.com/articles/nclimate2877,nature_articles/images_2015/Making methane visible.jpg,Optimized infrared hyperspectral imaging can now detect methane gradients on a sub-m2 scale. This can facilitate remote assessment of methane sources and sinks to improve understanding of the cycling of this important greenhouse gas.,"Magnus Gålfalk, Göran Olofsson, David Bastviken",No publication date,Article,
Designer policy for carbon and biodiversity co-benefits under global change,https://www.nature.com/articles/nclimate2874,nature_articles/images_2015/Designer policy for carbon and biodiversity co-benefits under global change.jpg,Carbon payments for afforestation can help mitigate climate change and declining biodiversity. This paper evaluates 14 policy mechanisms for supplying carbon and biodiversity benefits through reforestation in Australia’s 85.3 Mha of agricultural land.,"Brett A. Bryan, Rebecca K. Runting, Kerrie A. Wilson",No publication date,Letter,"Carbon payments can help mitigate both climate change and biodiversity decline through the reforestation of agricultural land1. However, to achieve biodiversity co-benefits, carbon payments often require support from other policy mechanisms2such as regulation3,4, targeting5,6, and complementary incentives7,8. We evaluated 14 policy mechanisms for supplying carbon and biodiversity co-benefits through reforestation of carbon plantings (CP) and environmental plantings (EP) in Australia’s 85.3 Mha agricultural land under global change. The reference policy—uniform payments (bidders are paid the same price) with land-use competition (both CP and EP eligible for payments), targeting carbon—achieved significant carbon sequestration but negligible biodiversity co-benefits. Land-use regulation (only EP eligible) and two additional incentives complementing the reference policy (biodiversity premium, carbon levy) increased biodiversity co-benefits, but mostly inefficiently. Discriminatory payments (bidders are paid their bid price) with land-use competition were efficient, and with multifunctional targeting of both carbon and biodiversity co-benefits increased the biodiversity co-benefits almost 100-fold. Our findings were robust to uncertainty in global outlook, and to key agricultural productivity and land-use adoption assumptions. The results suggest clear policy directions, but careful mechanism design will be key to realising these efficiencies in practice. Choices remain for society about the amount of carbon and biodiversity co-benefits desired, and the price it is prepared to pay for them."
Costs of mitigating CO2 emissions from passenger aircraft,https://www.nature.com/articles/nclimate2865,nature_articles/images_2015/Costs of mitigating CO2 emissions from passenger aircraft.jpg,"The US aviation sector is the world’s largest single air transportation system. Modelling shows that fuel burn strategies could reduce emissions from narrow-body passenger aircraft by 2% per kilometre travelled, at zero marginal cost.","Andreas W. Schäfer, Antony D. Evans, Lynnette Dray",No publication date,Article,
National-level progress on adaptation,https://www.nature.com/articles/nclimate2863,nature_articles/images_2015/National-level progress on adaptation.jpg,"Rigorous measurement of adaptation policies is crucial to implementing successful climate policy. Policy analysis of 41 countries shows an 87% increase in adaptation initiatives since 2010, suggesting that concrete adoption of such practices is growing.","Alexandra Lesnikowski, James Ford, S. Jody Heymann",No publication date,Letter,"It is increasingly evident that adaptation will figure prominently in the post-2015 United Nations climate change agreement1,2. As adaptation obligations under the United Nations Framework Convention on Climate Change evolve, more rigorous approaches to measuring adaptation progress among parties will be critical. In this Letter we elaborate on an emerging area of research referred to as ‘adaptation tracking’, which has potential to inform development of a global adaptation monitoring framework3. We evaluate this potential by presenting evidence on policy change for 41 high-income countries between 2010 and 2014. We examine whether countries that were in early stages of adaptation planning in 2010 are making progress to close adaptation gaps, and how the landscape of adaptation in these countries has evolved. In total we find an 87% increase in reported adaptation policies and measures, and evidence that implementation of concrete adaptation initiatives is growing. Reflecting on the strengths and challenges of this early methodology, we further discuss how adaptation tracking practices could guide development of a robust framework for monitoring global adaptation progress and inform future research on policy change across countries."
An increase in aerosol burden and radiative effects in a warmer world,https://www.nature.com/articles/nclimate2827,nature_articles/images_2015/An increase in aerosol burden and radiative effects in a warmer world.jpg,"Modelling allows estimation of aerosol–climate feedbacks on the Earth’s radiative balance and suggests that climate change may increase aerosol burden and surface concentration, negatively affecting future air quality.","Robert J. Allen, William Landuyt, Steven T. Rumbold",No publication date,Letter,"Atmospheric aerosols are of significant environmental importance, due to their effects on air quality, as well as their ability to alter the planet’s radiative balance. Recent studies characterizing the effects of climate change on air quality and the broader distribution of aerosols in the atmosphere show significant, but inconsistent results, including the sign of the effect1,2,3. Using a suite of state-of-the-art climate models, we show that climate change is associated with a negative aerosol–climate feedback of −0.02 to −0.09 W m−2K−1for direct radiative effects, with much larger values likely for indirect radiative effects. This is related to an increase in most aerosol species, particularly over the tropics and Northern Hemisphere midlatitudes, largely due to a decrease in wet deposition associated with less large-scale precipitation over land. Although simulation of aerosol processes in global climate models possesses uncertainty, we conclude that climate change may increase aerosol burden and surface concentration, which may have implications for future air quality."
Farm-scale distribution of deforestation and remaining forest cover in Mato Grosso,https://www.nature.com/articles/nclimate2854,nature_articles/images_2015/Farm-scale distribution of deforestation and remaining forest cover in Mato Grosso.jpg,"An analysis of the distribution of deforestation in Mato Grosso, Brazil, suggests that policies and incentives to protect carbon stocks should focus on large privately owned farms and ranches, where most of the remaining forests are located.","Peter D. Richards, Leah VanWey",No publication date,Article,
Impact of solar panels on global climate,https://www.nature.com/articles/nclimate2843,nature_articles/images_2015/Impact of solar panels on global climate.jpg,"This study considers how large-scale application of solar panels will affect climate. Electricity generation leads to regional cooling but this is countered by the power’s use, affecting global circulation patterns with changes in regional rainfall.","Aixue Hu, Samuel Levis, Warren G. Strand",No publication date,Letter,"Regardless of the harmful effects of burning fossil fuels on global climate1,2, other energy sources will become more important in the future because fossil fuels could run out by the early twenty-second century3given the present rate of consumption4. This implies that sooner or later humanity will rely heavily on renewable energy sources. Here we model the effects of an idealized large-scale application of renewable energy on global and regional climate relative to a background climate of the representative concentration pathway 2.6 scenario (RCP2.6; ref.5). We find that solar panels alone induce regional cooling by converting incoming solar energy to electricity in comparison to the climate without solar panels. The conversion of this electricity to heat, primarily in urban areas, increases regional and global temperatures which compensate the cooling effect. However, there are consequences involved with these processes that modulate the global atmospheric circulation, resulting in changes in regional precipitation."
Strategic reasoning and bargaining in catastrophic climate change games,https://www.nature.com/articles/nclimate2849,nature_articles/images_2015/Strategic reasoning and bargaining in catastrophic climate change games.jpg,A game theory experiment shows that it is easier to reach an agreement to avert the worst impacts of climate change when a catastrophic threshold is known. It also shows that countries’ use of strategic reasoning puts such agreements at risk.,"Vilhelm Verendel, Daniel J. A. Johansson, Kristian Lindgren",No publication date,Letter,"Two decades of international negotiations show that agreeing on emission levels for climate change mitigation is a hard challenge. However, if early warning signals were to show an upcoming tipping point with catastrophic damage1,2,3,4,5,6,7, theory and experiments suggest this could simplify collective action to reduce greenhouse gas emissions8,9,10,11. At the actual threshold, no country would have a free-ride incentive to increase emissions over the tipping point, but it remains for countries to negotiate their emission levels to reach these agreements. We model agents bargaining for emission levels using strategic reasoning12,13to predict emission bids by others and ask how this affects the possibility of reaching agreements that avoid catastrophic damage. It is known that policy elites often use a higher degree of strategic reasoning13,14, and in our model this increases the risk for climate catastrophe. Moreover, some forms of higher strategic reasoning make agreements to reduce greenhouse gases unstable. We use empirically informed levels of strategic reasoning when simulating the model."
Atlantic-induced pan-tropical climate change over the past three decades,https://www.nature.com/articles/nclimate2840,nature_articles/images_2015/Atlantic-induced pan-tropical climate change over the past three decades.jpg,The dipole-like trend of tropical sea surface temperature is investigated and this study finds it to be initiated in the Atlantic Ocean. Atlantic warming drives wind and circulation changes and influences Pacific Ocean surface temperatures.,"Xichen Li, Shang-Ping Xie, Changhyun Yoo",No publication date,Letter,"During the past three decades, tropical sea surface temperature (SST) has shown dipole-like trends, with warming over the tropical Atlantic and Indo-western Pacific but cooling over the eastern Pacific. Competing hypotheses relate this cooling, identified as a driver of the global warming hiatus1,2, to the warming trends in either the Atlantic3,4or Indian Ocean5. However, the mechanisms, the relative importance and the interactions between these teleconnections remain unclear. Using a state-of-the-art climate model, we show that the Atlantic plays a key role in initiating the tropical-wide teleconnection, and the Atlantic-induced anomalies contribute∼55–75% of the tropical SST and circulation changes during the satellite era. The Atlantic warming drives easterly wind anomalies over the Indo-western Pacific as Kelvin waves and westerly anomalies over the eastern Pacific as Rossby waves. The wind changes induce an Indo-western Pacific warming through the wind–evaporation–SST effect6,7, and this warming intensifies the La Niña-type response in the tropical Pacific by enhancing the easterly trade winds and through the Bjerknes ocean dynamical processes8. The teleconnection develops into a tropical-wide SST dipole pattern. This mechanism, supported by observations and a hierarchy of climate models, reveals that the tropical ocean basins are more tightly connected than previously thought."
Abrupt onset and prolongation of aragonite undersaturation events in the Southern Ocean,https://www.nature.com/articles/nclimate2844,nature_articles/images_2015/Abrupt onset and prolongation of aragonite undersaturation events in the Southern Ocean.jpg,"Seasonal aragonite undersaturation events are predicted to affect Southern Ocean surface waters by 2030. This study shows ocean uptake of anthropogenic CO2 will cause these events, with spatial spread and duration increasing rapidly from 2035.","Claudine Hauri, Tobias Friedrich, Axel Timmermann",No publication date,Letter,"Ocean acidification may lead to seasonal aragonite undersaturation in surface waters of the Southern Ocean as early as 2030 (ref.1). These conditions are harmful to key organisms such as pteropods2, which contribute significantly to the pelagic foodweb and carbon export fluxes in this region3. Although the severity of ocean acidification impacts is mainly determined by the duration, intensity and spatial extent of aragonite undersaturation events, little is known about the nature of these events, their evolving attributes and the timing of their onset in the Southern Ocean. Using an ensemble of ten Earth system models, we show that starting around 2030, aragonite undersaturation events will spread rapidly, affecting∼30% of Southern Ocean surface waters by 2060 and >70% by 2100, including the Patagonian Shelf. On their onset, the duration of these events will increase abruptly from 1 month to 6 months per year in less than 20 years in >75% of the area affected by end-of-century aragonite undersaturation. This is likely to decrease the ability of organisms to adapt to a quickly evolving environment4. The rapid equatorward progression of surface aragonite undersaturation can be explained by the uptake of anthropogenic CO2, whereas climate-driven physical or biological changes will play a minor role."
Mapping the future expansion of Arctic open water,https://www.nature.com/articles/nclimate2848,nature_articles/images_2015/Mapping the future expansion of Arctic open water.jpg,"This study uses model projections of the open water season (for 1920–2100) to investigate Arctic sea-ice decline. Nearshore regions began shifting from pre-industrial conditions in 1990, and human influence is projected to emerge in 2040.","Katherine R. Barnhart, Christopher R. Miller, Jennifer E. Kay",No publication date,Letter,"Sea ice impacts most of the Arctic environment, from ocean circulation and marine ecosystems to animal migration and marine transportation. Sea ice has thinned and decreased in age over the observational record1,2. Ice extent has decreased3. Reduced ice cover has warmed the surface ocean4, accelerated coastal erosion5,6and impacted biological productivity7. Declines in Arctic sea-ice extent cannot be explained by internal climate variability alone and can be attributed to anthropogenic effects8,9. However, extent is a poor measure of ice decline at specific locations as it integrates over the entire Arctic basin and thus contains no spatial information. The open water season, in contrast, is a metric that represents the duration of open water over a year at an individual location10,11. Here we present maps of the open water season over the period 1920–2100 using daily output from a 30-member initial-condition ensemble of business-as-usual climate simulations12that characterize the expansion of Arctic open water, determine when the open water season will move away from pre-industrial conditions (‘shift’ time) and identify when human forcing will take the Arctic sea-ice system outside its normal bounds (‘emergence’ time). The majority of the Arctic nearshore regions began shifting in 1990 and will begin leaving the range of internal variability in 2040. Models suggest that ice will cover coastal regions for only half of the year by 2070."
Accelerated dryland expansion under climate change,https://www.nature.com/articles/nclimate2837,nature_articles/images_2015/Accelerated dryland expansion under climate change.jpg,Climate change is causing drylands to expand and this work shows that they will cover half of the land surface by 2100 under a moderate emissions scenario.,"Jianping Huang, Haipeng Yu, Ruixia Guo",No publication date,Letter,"Drylands are home to more than 38% of the total global population and are one of the most sensitive areas to climate change and human activities1,2. Projecting the areal change in drylands is essential for taking early action to prevent the aggravation of global desertification3,4. However, dryland expansion has been underestimated in the Fifth Coupled Model Intercomparison Project (CMIP5) simulations5considering the past 58 years (1948–2005). Here, using historical data to bias-correct CMIP5 projections, we show an increase in dryland expansion rate resulting in the drylands covering half of the global land surface by the end of this century. Dryland area, projected under representative concentration pathways (RCPs) RCP8.5 and RCP4.5, will increase by 23% and 11%, respectively, relative to 1961–1990 baseline, equalling 56% and 50%, respectively, of total land surface. Such an expansion of drylands would lead to reduced carbon sequestration and enhanced regional warming6,7, resulting in warming trends over the present drylands that are double those over humid regions. The increasing aridity, enhanced warming and rapidly growing human population will exacerbate the risk of land degradation and desertification in the near future in the drylands of developing countries, where 78% of dryland expansion and 50% of the population growth will occur under RCP8.5."
