Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
The relationship between personal experience and belief in the reality of global warming,https://www.nature.com/articles/nclimate1754,nature_articles/images_2012/The relationship between personal experience and belief in the reality of global warming.jpg,Research in America finds that observable climate impacts increase people’s certainty about global warming and that prior certainty shapes people’s perceptions of the impacts. The first process happens frequently among people less engaged in the issue of climate change whereas the second process is typical of people already convinced about it.,"Teresa A. Myers, Edward W. Maibach, Anthony A. Leiserowitz",No publication date,Letter,"In this paper, we address the chicken-or-egg question posed by two alternative explanations for the relationship between perceived personal experience of global warming and belief certainty that global warming is happening: Do observable climate impacts create opportunities for people to become more certain of the reality of global warming, or does prior belief certainty shape people’s perceptions of impacts through a process of motivated reasoning1? We use data from a nationally representative sample of Americans surveyed first in 2008 and again in 2011; these longitudinal data allow us to evaluate the causal relationships between belief certainty and perceived experience, assessing the impact of each on the other over time2. Among the full survey sample, we found that both processes occurred: ‘experiential learning’, where perceived personal experience of global warming led to increased belief certainty, and ‘motivated reasoning’, where high belief certainty influenced perceptions of personal experience. We then tested and confirmed the hypothesis that motivated reasoning occurs primarily among people who are already highly engaged in the issue whereas experiential learning occurs primarily among people who are less engaged in the issue, which is particularly important given that approximately 75% of American adults currently have low levels of engagement3,4."
Changing social contracts in climate-change adaptation,https://www.nature.com/articles/nclimate1751,nature_articles/images_2012/Changing social contracts in climate-change adaptation.jpg,"A survey conducted in England and Ireland after a major flooding event shows that perceptions of individual responsibility for protection depend on the specific social and policy context. Perception of future risk, in the case of people directly affected by the flooding, also depends on the context. Expectations about the state’s responsibility for climate protection are critical in promoting longer-term adaptation to the changing climate.","W. Neil Adger, Tara Quinn, John Sweeney",No publication date,Letter,"Risks from extreme weather events are mediated through state, civil society and individual action1,2. We propose evolving social contracts as a primary mechanism by which adaptation to climate change proceeds. We use a natural experiment of policy and social contexts of the UK and Ireland affected by the same meteorological event and resultant flooding in November 2009. We analyse data from policy documents and from household surveys of 356 residents in western Ireland and northwest England. We find significant differences between perceptions of individual responsibility for protection across the jurisdictions and between perceptions of future risk from populations directly affected by flooding events. These explain differences in stated willingness to take individual adaptive actions when state support retrenches. We therefore show that expectations for state protection are critical in mediating impacts and promoting longer-term adaptation. We argue that making social contracts explicit may smooth pathways to effective and legitimate adaptation."
Catchment productivity controls CO2 emissions from lakes,https://www.nature.com/articles/nclimate1748,nature_articles/images_2012/Catchment productivity controls CO2 emissions from lakes.jpg,Most lakes are net sources of CO2; conventionally the CO2 in lake waters is attributed to in-lake oxidation of terrestrially-produced dissolved organic carbon. Now research indicates that CO2 in lakes may be delivered directly via inflowing streams. These findings suggest that future CO2 emissions from lakes will be strongly related to productivity in the lake catchment.,"Stephen C. Maberly, Philip A. Barker, Mitzi M. De Ville",No publication date,Letter,"Most lakes are oversaturated with CO2and are net CO2sources to the atmosphere, yet their contribution to the global carbon cycle is poorly constrained1,2,3,4. Their CO2excess is widely attributed to in-lake oxidation of terrestrially produced dissolved organic carbon5. Here we use data collected over 26 years to show that the CO2in 20 lakes is primarily delivered directly through inflowing streams rather than being producedin situby degradation of terrestrial carbon. This implies that high CO2concentrations and atmospheric emissions are not necessarily symptoms of heterotrophic lake ecosystems. Instead, the annual mean CO2concentration increased with lake productivity and was proportional to the estimated net primary productivity of the catchment. Overall, about 1.6% of net primary productivity (range 1.2–2.2%) was lost to the atmosphere. Extrapolating globally, this is equivalent to CO2losses of∼0.9 Pg C yr−1(range 0.7–1.3), consistent with existing estimates. These data and our catchment productivity hypothesis re-enforce the high connectivity found between lakes, their catchment and the global C cycle6. They indicate that future concentrations of CO2in lakes, and losses to the atmosphere, will be highly sensitive to altered catchment management and concomitant effects of climate change that modify catchment productivity."
Adaptation of US maize to temperature variations,https://www.nature.com/articles/nclimate1585,No image,"Predictions of climate warming raise concerns about food security. However, the extent to which adaptation can offset heat-related yield losses remains unclear. Now research that used spatial adaptation of US maize crops as a surrogate for future adaptation finds that the yield reduction resulting from warming of 2 °C above pre-industrial levels can be approximately halved using existing management practices.","Ethan E. Butler, Peter Huybers",No publication date,Letter,"High temperatures are associated with reduced crop yields1,2, and predictions for future warming3have raised concerns regarding future productivity and food security4,5,6,7,8. However, the extent to which adaptation can mitigate such heat-related losses remains unclear9,10,11,12,13. Here we empirically demonstrate how maize is locally adapted to hot temperatures across US counties. Using this spatial adaptation as a surrogate for future adaptation, we find that losses to average US maize yields from a 2 °C warming would be reduced from 14% to only 6% and that loss in net production is wholly averted. This result does not account for possible changes in temperature variability or water resources, nor does it account for all possible forms of adaptation14,15,16,17,18, but it does show that adaptation is of first-order importance for predicting future changes in yield. Further research should be undertaken regarding the ability to adapt to a changing climate, including analysis of other crops and regions, the application of more sophisticated models of crop development, and field trials employing artificially increased temperature."
Response of snow-dependent hydrologic extremes to continued global warming,https://www.nature.com/articles/nclimate1732,nature_articles/images_2012/Response of snow-dependent hydrologic extremes to continued global warming.jpg,"Snow accumulation is critical for water availability in the Northern Hemisphere. Model projections show a shift towards low snow years, with areas of western North America, northeastern Europe and the Greater Himalayas showing the strongest decline. Many snow-dependent regions are likely to experience increasing stress from low snow years if global warming exceeds 2° above the pre-industrial baseline.","Noah S. Diffenbaugh, Martin Scherer, Moetasim Ashfaq",No publication date,Letter,"Snow accumulation is critical for water availability in the Northern Hemisphere1,2, raising concern that global warming could have important impacts on natural and human systems in snow-dependent regions1,3. Although regional hydrologic changes have been observed (for example, refs1,3,4,5), the time of emergence of extreme changes in snow accumulation and melt remains a key unknown for assessing climate-change impacts3,6,7. We find that the CMIP5 global climate model ensemble exhibits an imminent shift towards low snow years in the Northern Hemisphere, with areas of western North America, northeastern Europe and the Greater Himalaya showing the strongest emergence during the near-term decades and at 2 °C global warming. The occurrence of extremely low snow years becomes widespread by the late twenty-first century, as do the occurrences of extremely high early-season snowmelt and runoff (implying increasing flood risk), and extremely low late-season snowmelt and runoff (implying increasing water stress). Our results suggest that many snow-dependent regions of the Northern Hemisphere are likely to experience increasing stress from low snow years within the next three decades, and from extreme changes in snow-dominated water resources if global warming exceeds 2 °C above the pre-industrial baseline."
Mitigation of nitrous oxide emissions from soils by Bradyrhizobium japonicum inoculation,https://www.nature.com/articles/nclimate1734,nature_articles/images_2012/Mitigation of nitrous oxide emissions from soils by Bradyrhizobium japonicum inoculation.jpg,"Soybean hosts the symbiotic nitrogen-fixing soil bacterium Bradyrhizobium japonicum, that can produce the greenhouse gas nitrous oxide. This study shows that nitrous oxide emissions from soybean ecosystems can be biologically mitigated at a field scale by inoculation with strains of B. japonicum that have increased nitrous oxide reductase activity.","Manabu Itakura, Yoshitaka Uchida, Kiwamu Minamisawa",No publication date,Letter,"Nitrous oxide (N2O) is a greenhouse gas that is also capable of destroying the ozone layer1. Agricultural soil is the largest source of N2O (ref.2). Soybean is a globally important leguminous crop, and hosts symbiotic nitrogen-fixing soil bacteria (rhizobia) that can also produce N2O (ref.3). In agricultural soil, N2O is emitted from fertilizer and soil nitrogen. In soybean ecosystems, N2O is also emitted from the degradation of the root nodules4. Organic nitrogen inside the nodules is mineralized to NH4+, followed by nitrification and denitrification that produce N2O. N2O is then emitted into the atmosphere or is further reduced to N2by N2O reductase (N2OR), which is encoded by thenosZgene. Pure culture and vermiculite pot experiments showed lower N2O emission bynosZ+ strains5andnosZ++ strains (mutants with increased N2OR activity)6ofBradyrhizobium japonicumthan bynosZ− strains. A pot experiment using soil confirmed these results7. Although enhancing N2OR activity has been suggested as a N2O mitigation option8,9, this has never been tested in the field. Here, we show that post-harvest N2O emission from soybean ecosystems due to degradation of nodules can be mitigated by inoculation ofnosZ+ and non-genetically modified organismnosZ++ strains ofB. japonicumat a field scale."
Assessment of groundwater inundation as a consequence of sea-level rise,https://www.nature.com/articles/nclimate1725,nature_articles/images_2012/Assessment of groundwater inundation as a consequence of sea-level rise.jpg,"Sea-level rise brings the risk of coastal flooding from marine waters. This study looks at how rising sea level will affect groundwater balance, which may also cause coastal plain flooding. Taking groundwater into consideration shows that sea-level rise may cause twice the flooding expected from marine waters alone.","Kolja Rotzoll, Charles H. Fletcher",No publication date,Letter,"Strong evidence on climate change underscores the need for actions to reduce the impacts of sea-level rise. Global mean sea level may rise 0.18–0.48 m by mid-century1,2and 0.5–1.4 m by the end of the century2. Besides marine inundation, it is largely unrecognized that low-lying coastal areas may also be vulnerable to groundwater inundation, which is localized coastal-plain flooding due to a rise of the groundwater table with sea level. Measurements of the coastal groundwater elevation and tidal influence in urban Honolulu, Hawaii, allow estimates of the mean water table, which was used to assess vulnerability to groundwater inundation from sea-level rise. We find that 0.6 m of potential sea-level rise causes substantial flooding, and 1 m sea-level rise inundates 10% of a 1-km wide heavily urbanized coastal zone. The flooded area including groundwater inundation is more than twice the area of marine inundation alone. This has consequences for decision-makers, resource managers and urban planners, and may be applicable to many low-lying coastal areas, especially where groundwater withdrawal is not substantial."
Climate-change impacts on understorey bamboo species and giant pandas in China’s Qinling Mountains,https://www.nature.com/articles/nclimate1727,nature_articles/images_2012/Climate-change impacts on understorey bamboo species and giant pandas in China_s Qinling Mountains.jpg,Understorey plants perform an important role in forest ecosystems but their sensitivity to climate change remains largely unexplored. Now research points to a substantial climate-mediated reduction in the distributional ranges of three dominant bamboo species in the Qinling Mountains over the twenty-first century; plants that comprise almost the entire diet of the panda population in the region.,"Mao-Ning Tuanmu, Andrés Viña, Jianguo Liu",No publication date,Letter,"Climate change is threatening global ecosystems through its impact on the survival of individual species and their ecological functions1,2. Despite the important role of understorey plants in forest ecosystems3,4,5, climate impact assessments on understorey plants and their role in supporting wildlife habitat are scarce in the literature. Here we assess climate-change impacts on understorey bamboo species with an emphasis on their ecological function as a food resource for endangered giant pandas (Ailuropoda melanoleuca). An ensemble of bamboo distribution projections associated with multiple climate-change projections and bamboo dispersal scenarios indicates a substantial reduction in the distributional ranges of three dominant bamboo species in the Qinling Mountains, China during the twenty-first century. As these three species comprise almost the entire diet of the panda population in the region, the projected changes in bamboo distribution suggest a potential shortage of food for this population, unless alternative food sources become available. Although the projections were developed under unavoidable simplifying assumptions and uncertainties, they indicate potential challenges for panda conservation and underscore the importance of incorporating interspecific interactions into climate-change impact assessments and associated conservation planning."
Evidence of the dependence of groundwater resources on extreme rainfall in East Africa,https://www.nature.com/articles/nclimate1731,nature_articles/images_2012/Evidence of the dependence of groundwater resources on extreme rainfall in East Africa.jpg,"Recharge sustains groundwater resources that are depended on globally for drinking water and irrigated agriculture. A newly compiled 55-year record of groundwater-level observations in an aquifer in central Tanzania reveals the highly episodic occurrence of recharge resulting from anomalously intense seasonal rainfall. Model projections show a shift towards more intense monthly rainfall, which favours groundwater recharge, suggesting it may be a viable adaptation water source in the future.","Richard G. Taylor, Martin C. Todd, Alan M. MacDonald",No publication date,Letter,"Groundwater recharge sustains the groundwater resources on which there is global dependence for drinking water and irrigated agriculture1. For many communities, groundwater is the only perennial source of water. Here, we present a newly compiled 55-year record of groundwater-level observations in an aquifer of central Tanzania that reveals the highly episodic occurrence of recharge resulting from anomalously intense seasonal rainfall. Episodic recharge interrupts multiannual recessions in groundwater levels, maintaining the water security of the groundwater-dependent communities in this region. This long-term record of groundwater storage changes in the semi-arid tropics demonstrates a nonlinear relationship between rainfall and recharge wherein intense seasonal rainfall associated with the El Niño Southern Oscillation and the Indian Ocean Dipole mode of climate variability2,3contributes disproportionately to recharge. Analysis of the Intergovernmental Panel on Climate Change AR4 and AR5 multi-model ensembles for the twenty-first century indicates that projected increases in extreme monthly rainfall, responsible for observed recharge, are of much greater magnitude than changes to mean rainfall. Increased use of groundwater may therefore prove a potentially viable adaptation to enhanced variability in surface-water resources and soil moisture resulting from climate change4,5,6,7. Uncertainty in the projected behaviour of the El Niño Southern Oscillation and associated teleconnections remains, however, high8."
Your opinion on climate change might not be as common as you think,https://www.nature.com/articles/nclimate1743,nature_articles/images_2012/Your opinion on climate change might not be as common as you think.jpg,"Political and media debate on the existence and causes of climate change often rests on claims about what most citizens really think. New research demonstrates that people overestimate how common their own opinion is, and when they do they are less likely to change their view. People also overestimate how many reject the existence of climate change.","Z. Leviston, I. Walker, S. Morwinski",No publication date,Letter,"Political and media debate on the existence and causes of climate change has become increasingly factious in several western countries, often resting on claims and counter-claims about what most citizens really think. There are several well-established phenomena in psychology about how people perceive the prevalence of opinions, including the false consensus effect1(a tendency to overestimate how common one’s ‘own’ opinion is) and pluralistic ignorance2(where most people privately reject an opinion, but assume incorrectly that most others accept it). We investigated these biases in people’s opinions about the existence and causes of climate change. In two surveys conducted 12 months apart in Australia (n= 5,036;n= 5,030), respondents were asked their own opinion about the nature of climate change, and then asked to estimate levels of opinion among the general population. We demonstrate that opinions about climate change are subject to strong false consensus effects, that people grossly overestimate the numbers of people who reject the existence of climate change in the broader community, and that people with high false consensus bias are less likely to change their opinions."
Robustness and uncertainties in the new CMIP5 climate model projections,https://www.nature.com/articles/nclimate1716,nature_articles/images_2012/Robustness and uncertainties in the new CMIP5 climate model projections.jpg,"Updated models are being used for the new assessment report from the Intergovernmental Panel on Climate Change. This study compares projections from the latest models with those from earlier versions. The spread of results has not changed significantly, and some of the spread will always remain due to the internal variability of the climate system. As models improve, they are able to represent more processes in greater detail, allowing for greater confidence in their projections, in spite of model spread.","Reto Knutti, Jan Sedláček",No publication date,Letter,"Estimates of impacts from anthropogenic climate change rely on projections from climate models. Uncertainties in those have often been a limiting factor, in particular on local scales. A new generation of more complex models running scenarios for the upcoming Intergovernmental Panel on Climate Change Fifth Assessment Report (IPCC AR5) is widely, and perhaps naively, expected to provide more detailed and more certain projections. Here we show that projected global temperature change from the new models is remarkably similar to that from those used in IPCC AR4 after accounting for the different underlying scenarios. The spatial patterns of temperature and precipitation change are also very consistent. Interestingly, the local model spread has not changed much despite substantial model development and a massive increase in computational capacity. Part of this model spread is irreducible owing to internal variability in the climate system, yet there is also uncertainty from model differences that can potentially be eliminated. We argue that defining progress in climate modelling in terms of narrowing uncertainties is too limited. Models improve, representing more processes in greater detail. This implies greater confidence in their projections, but convergence may remain slow. The uncertainties should not stop decisions being made."
The pivotal role of perceived scientific consensus in acceptance of science,https://www.nature.com/articles/nclimate1720,nature_articles/images_2012/The pivotal role of perceived scientific consensus in acceptance of science.jpg,"Public concern about anthropogenic global warming has been declining despite the scientific consensus on the issue. It is still unknown whether experts’ consensus determines people’s beliefs, and it is not clear if public perception of consensus overrides worldviews known to foster rejection of anthropogenic climate change. New research shows that information about scientific consensus increases acceptance of anthropogenic global warming and neutralizes the effect of worldviews.","Stephan Lewandowsky, Gilles E. Gignac, Samuel Vaughan",No publication date,Article,
Water-quality impacts from climate-induced forest die-off,https://www.nature.com/articles/nclimate1724,nature_articles/images_2012/Water-quality impacts from climate-induced forest die-off.jpg,"Climate change is known to influence insect-induced tree mortality. Research now reveals knock-on implications for municipal water quality in Colorado, USA. Significantly higher levels of harmful disinfection by-products and total organic carbon were found in treatment facilities using water from mountain pine beetle-infested basins compared with unaffected watersheds.","Kristin M. Mikkelson, Eric R. V. Dickenson, Jonathan O. Sharp",No publication date,Letter,"Increased ecosystem susceptibility to pests and other stressors has been attributed to climate change1, resulting in unprecedented tree mortality from insect infestations2. In turn, large-scale tree die-off alters physical and biogeochemical processes, such as organic matter decay and hydrologic flow paths, that could enhance leaching of natural organic matter to soil and surface waters and increase potential formation of harmful drinking water disinfection by-products3,4(DBPs). Whereas previous studies have investigated water-quantity alterations due to climate-induced, forest die-off5,6, impacts on water quality are unclear. Here, water-quality data sets from water-treatment facilities in Colorado were analysed to determine whether the municipal water supply has been perturbed by tree mortality. Results demonstrate higher total organic carbon concentrations along with significantly more DBPs at water-treatment facilities using mountain-pine-beetle-infested source waters when contrasted with those using water from control watersheds. In addition to this differentiation between watersheds, DBP concentrations demonstrated an increase within mountain pine beetle watersheds related to the degree of infestation. Disproportionate DBP increases and seasonal decoupling of peak DBP and total organic carbon concentrations further suggest that the total organic carbon composition is being altered in these systems."
Changes in South Pacific rainfall bands in a warming climate,https://www.nature.com/articles/nclimate1726,No image,"The South Pacific Convergence Zone is the largest rainband in the Southern Hemisphere, and its response to global warming is still undetermined. In this study a hierarchy of climate models show that the uncertainty in rainfall projections in the South Pacific Convergence Zone is the result of two competing mechanisms.","Matthew J. Widlansky, Axel Timmermann, Wenju Cai",No publication date,Article,
Increased greenhouse-gas intensity of rice production under future atmospheric conditions,https://www.nature.com/articles/nclimate1712,nature_articles/images_2012/Increased greenhouse-gas intensity of rice production under future atmospheric conditions.jpg,Rice cultivation is one of the largest anthropogenic sources of the greenhouse gas methane. Now a meta-analysis shows that increased atmospheric CO2 (550–743 ppmV) and climate warming (+0.8 °C to +6 °C) can be expected to significantly increase the yield-scaled greenhouse-gas emissions of rice.,"Kees Jan van Groenigen, Chris van Kessel, Bruce A. Hungate",No publication date,Letter,"Increased atmospheric CO2and rising temperatures are expected to affect rice yields and greenhouse-gas (GHG) emissions from rice paddies1,2,3,4. This is important, because rice cultivation is one of the largest human-induced sources of the potent GHG methane5(CH4) and rice is the world’s second-most produced staple crop6. The need for meeting a growing global food demand7argues for assessing GHG emissions from croplands on the basis of yield rather than land area8,9,10, such that efforts to reduce GHG emissions take into consideration the consequences for food production. However, it is unclear whether or how the GHG intensity (that is, yield-scaled GHG emissions) of cropping systems will be affected by future atmospheric conditions. Here we show, using meta-analysis, that increased atmospheric CO2(ranging from 550 to 743 ppmV) and warming (ranging from +0.8 °C to +6 °C) both increase the GHG intensity of rice cultivation. Increased atmospheric CO2increased GHG intensity by 31.4%, because CH4emissions are stimulated more than rice yields. Warming increased GHG intensity by 11.8% per 1 °C, largely owing to a decrease in yield. This analysis suggests that rising CO2and warming will approximately double the GHG intensity of rice production by the end of the twenty-first century, stressing the need for management practices that optimize rice production while reducing its GHG intensity as the climate continues to change."
