Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
Reply to: Is sea-ice-driven Eurasian cooling too weak in models?,https://www.nature.com/articles/s41558-019-0636-0,nature_articles/images_2019/Reply to_ Is sea-ice-driven Eurasian cooling too weak in models_.jpg,No description,"Masato Mori, Yu Kosaka, Masahide Kimoto",No publication date,Matters Arising,
Is sea-ice-driven Eurasian cooling too weak in models?,https://www.nature.com/articles/s41558-019-0635-1,nature_articles/images_2019/Is sea-ice-driven Eurasian cooling too weak in models_.jpg,No description,"James A. Screen, Russell Blackport",No publication date,Matters Arising,
Increasing impacts of extreme droughts on vegetation productivity under climate change,https://www.nature.com/articles/s41558-019-0630-6,nature_articles/images_2019/Increasing impacts of extreme droughts on vegetation productivity under climate change.jpg,"Terrestrial primary productivity will increase with CO2 fertilization, but water limitation will decrease this positive effect. Analyses of Earth system model projections show that extreme droughts will have a much stronger impact on future productivity than mild and moderate droughts.","Chonggang Xu, Nate G. McDowell, Richard S. Middleton",No publication date,Letter,"Terrestrial gross primary production (GPP) is the basis of vegetation growth and food production globally1and plays a critical role in regulating atmospheric CO2through its impact on ecosystem carbon balance. Even though higher CO2concentrations in future decades can increase GPP2, low soil water availability, heat stress and disturbances associated with droughts could reduce the benefits of such CO2fertilization. Here we analysed outputs of 13 Earth system models to show an increasingly stronger impact on GPP by extreme droughts than by mild and moderate droughts over the twenty-first century. Due to a dramatic increase in the frequency of extreme droughts, the magnitude of globally averaged reductions in GPP associated with extreme droughts was projected to be nearly tripled by the last quarter of this century (2075–2099) relative to that of the historical period (1850–1999) under both high and intermediate GHG emission scenarios. By contrast, the magnitude of GPP reductions associated with mild and moderate droughts was not projected to increase substantially. Our analysis indicates a high risk of extreme droughts to the global carbon cycle with atmospheric warming; however, this risk can be potentially mitigated by positive anomalies of GPP associated with favourable environmental conditions."
A qualitative comparative analysis of women’s agency and adaptive capacity in climate change hotspots in Asia and Africa,https://www.nature.com/articles/s41558-019-0638-y,nature_articles/images_2019/A qualitative comparative analysis of women_s agency and adaptive capacity in climate change hotspots in Asia and Africa.jpg,"Qualitative comparative analysis of 25 case studies across climate change hotspots in Africa and Asia shows that male migration and women’s poor working conditions combine with either institutional failure or poverty to constrain women’s agency, which limits their adaptive capacity.","Nitya Rao, Arabinda Mishra, Claire Bedelian",No publication date,Article,"There is growing concern about sustainable and equitable adaptation in climate change hotspots, commonly understood as locations that concentrate high climatic variability, societal vulnerability and negative impacts on livelihood systems. Emphasizing gender within these debates highlights how demographic, socioeconomic and agro-ecological contexts mediate the experiences and outcomes of climate change. Drawing on data from 25 qualitative case studies across three hotspots in Africa and Asia, analysed using qualitative comparative analysis, we show how and in what ways women’s agency, or the ability to make meaningful choices and strategic decisions, contributes to adaptation responses. We find that environmental stress is a key depressor of women’s agency even when household structures and social norms are supportive or legal entitlements are available. These findings have implications for the effective implementation of multilateral agreements such as the United Nations Framework Convention on Climate Change, the Sendai Framework on Disaster Risk Reduction and the Sustainable Development Goals."
Ocean community warming responses explained by thermal affinities and temperature gradients,https://www.nature.com/articles/s41558-019-0631-5,nature_articles/images_2019/Ocean community warming responses explained by thermal affinities and temperature gradients.jpg,"The ways in which ocean communities respond to warming are related to their composition. The variety of thermal affinities and thermal ranges of individual species, along with vertical temperature gradients, shape community response and allow the prediction of regional responses to warming.","Michael T. Burrows, Amanda E. Bates, Elvira S. Poloczanska",No publication date,Letter,"As ocean temperatures rise, species distributions are tracking towards historically cooler regions in line with their thermal affinity1,2. However, different responses of species to warming and changed species interactions make predicting biodiversity redistribution and relative abundance a challenge3,4. Here, we use three decades of fish and plankton survey data to assess how warming changes the relative dominance of warm-affinity and cold-affinity species5,6. Regions with stable temperatures (for example, the Northeast Pacific and Gulf of Mexico) show little change in dominance structure, while areas with warming (for example, the North Atlantic) see strong shifts towards warm-water species dominance. Importantly, communities whose species pools had diverse thermal affinities and a narrower range of thermal tolerance showed greater sensitivity, as anticipated from simulations. The composition of fish communities changed less than expected in regions with strong temperature depth gradients. There, species track temperatures by moving deeper2,7, rather than horizontally, analogous to elevation shifts in land plants8. Temperature thus emerges as a fundamental driver for change in marine systems, with predictable restructuring of communities in the most rapidly warming areas using metrics based on species thermal affinities. The ready and predictable dominance shifts suggest a strong prognosis of resilience to climate change for these communities."
Adaptive introgression during environmental change can weaken reproductive isolation,https://www.nature.com/articles/s41558-019-0628-0,nature_articles/images_2019/Adaptive introgression during environmental change can weaken reproductive isolation.jpg,Increased hybridization has the potential to threaten species diversity. Here population genetic computer simulations show that climate-induced adaptive introgression could readily lead to hybridization even when reproductive isolation is independent from climate.,"Gregory L. Owens, Kieran Samuk",No publication date,Letter,"Anthropogenic climate change is an urgent threat to species diversity1,2. One aspect of this threat is the merging of species through increased hybridization3. The primary mechanism for this collapse is thought to be the weakening of ecologically mediated reproductive barriers, as demonstrated in cases of ‘reverse speciation’4,5. Here, we expand on this idea and show that adaptive introgression between species adapting to a shared, moving climatic optimum can readily weaken any reproductive barrier, including those that are completely independent of climate. Using genetically explicit forward-time simulations, we show that genetic linkage between alleles conferring adaptation to a changing climate and alleles conferring reproductive isolation (intrinsic and/or non-climatic extrinsic) can lead to adaptive introgression facilitating the homogenization of reproductive isolation alleles. This effect causes the decay of species boundaries across a broad and biologically realistic parameter space. We explore how the magnitude of this effect depends on the rate of climate change, the genetic architecture of adaptation, the initial degree of reproductive isolation, the degree to which reproductive isolation is intrinsic versus extrinsic and the mutation rate. These results highlight a previously unexplored effect of rapid climate change on species diversity."
The development of partisan polarization over the Green New Deal,https://www.nature.com/articles/s41558-019-0621-7,nature_articles/images_2019/The development of partisan polarization over the Green New Deal.jpg,"Opinions on climate policy in the United States are politically polarized. Here, survey research shows that opinion polarization on the Green New Deal developed rapidly due to decreasing support among Republicans, which was associated with exposure to conservative media and increasing familiarity with the policy.","Abel Gustafson, Seth A. Rosenthal, Anthony Leiserowitz",No publication date,Letter,"In early 2019, a US climate change and economic renewal policy proposal called the Green New Deal (GND)1rose from obscurity to national prominence in just four months. This situation created a natural field experiment in which to study the emergence of partisan polarization. Here, we report findings from two nationally representative surveys of registered US voters that measured familiarity with and support for the GND shortly before and after the issue entered the national spotlight. Initially, there was low public awareness of the GND but majority support for it across party lines. Four months later, voters had become much more familiar with the GND and partisan polarization had increased significantly due to a sharp decrease in support among Republicans. In fact, Republicans who had heard the most about the GND were the least likely to support it. In contrast, support for the GND remained high among Democrats, and did not vary substantially across degrees of familiarity. We also identify a likely mechanism: a ‘Fox News effect’. That is, among Republicans, Fox News viewing was a significant predictor of both familiarity with the GND and opposition to it, even when controlling for alternative explanations."
A reversal in global terrestrial stilling and its implications for wind energy production,https://www.nature.com/articles/s41558-019-0622-6,nature_articles/images_2019/A reversal in global terrestrial stilling and its implications for wind energy production.jpg,"Wind speeds have reduced globally over land since the 1980s. In situ data show that this reversed around 2010, with natural ocean–atmosphere variability thought to drive the wind speed changes, as well as a 17% increase in potential wind energy for 2010–2017 and a boosted wind power capacity factor.","Zhenzhong Zeng, Alan D. Ziegler, Eric F. Wood",No publication date,Article,"Wind power, a rapidly growing alternative energy source, has been threatened by reductions in global average surface wind speed, which have been occurring over land since the 1980s, a phenomenon known as global terrestrial stilling. Here, we use wind data from in situ stations worldwide to show that the stilling reversed around 2010 and that global wind speeds over land have recovered. We illustrate that decadal-scale variations of near-surface wind are probably determined by internal decadal ocean–atmosphere oscillations, rather than by vegetation growth and/or urbanization as hypothesized previously. The strengthening has increased potential wind energy by 17 ± 2% for 2010 to 2017, boosting the US wind power capacity factor by ~2.5% and explains half the increase in the US wind capacity factor since 2010. In the longer term, the use of ocean–atmosphere oscillations to anticipate future wind speeds could allow optimization of turbines for expected speeds during their productive life spans."
Acceleration of global N2O emissions seen from two decades of atmospheric inversion,https://www.nature.com/articles/s41558-019-0613-7,nature_articles/images_2019/Acceleration of global N2O emissions seen from two decades of atmospheric inversion.jpg,"Estimates of N2O emissions are important given its role as a GHG. Atmospheric inversions indicate emissions increased over the past decade at a rate 2.5 times that estimated using the IPCC default method, and the emissions response to N-input is larger than linear when N-input is high.","R. L. Thompson, L. Lassaletta, J. G. Canadell",No publication date,Article,"Nitrous oxide (N2O) is the third most important long-lived GHG and an important stratospheric ozone depleting substance. Agricultural practices and the use of N-fertilizers have greatly enhanced emissions of N2O. Here, we present estimates of N2O emissions determined from three global atmospheric inversion frameworks during the period 1998–2016. We find that global N2O emissions increased substantially from 2009 and at a faster rate than estimated by the IPCC emission factor approach. The regions of East Asia and South America made the largest contributions to the global increase. From the inversion-based emissions, we estimate a global emission factor of 2.3 ± 0.6%, which is significantly larger than the IPCC Tier-1 default for combined direct and indirect emissions of 1.375%. The larger emission factor and accelerating emission increase found from the inversions suggest that N2O emission may have a nonlinear response at global and regional scales with high levels of N-input."
Agency plans are inadequate to conserve US endangered species under climate change,https://www.nature.com/articles/s41558-019-0620-8,nature_articles/images_2019/Agency plans are inadequate to conserve US endangered species under climate change.jpg,"In the US, 99.8% of the 459 endangered animals are susceptible to at least one climate change sensitivity factor. Yet analysis of official documents (1973–2018) shows this risk does not translate into action: only 64% of species are considered threatened by climate change, and management planned for 18%.","Aimee Delach, Astrid Caldas, Jennifer R. B. Miller",No publication date,Article,"Despite widespread evidence of climate change as a threat to biodiversity, it is unclear whether government policies and agencies are adequately addressing this threat to species. Here we evaluate species sensitivity, a component of climate change vulnerability, and whether climate change is discussed as a threat in planning for climate-related management action in official documents from 1973 to 2018 for all 459 US animals listed as endangered under the Endangered Species Act. We find that 99.8% of species are sensitive to one or more of eight sensitivity factors, but agencies consider climate change as a threat to only 64% of species and plan management actions for only 18% of species. Agencies are more likely to plan actions for species sensitive to more factors, but such planning has declined since 2016. Results highlight the gap between climate change sensitivity and the attention from agencies charged with conserving endangered species."
Intact and managed peatland soils as a source and sink of GHGs from 1850 to 2100,https://www.nature.com/articles/s41558-019-0615-5,nature_articles/images_2019/Intact and managed peatland soils as a source and sink of GHGs from 1850 to 2100.jpg,"Natural peatlands accumulate carbon but land-use change and drainage leads to emission of GHGs from peatlands. Loss of natural peatland area globally has shifted the peatland biome from a sink to a source of carbon, but restoration of drained peatlands could make them carbon neutral.","Jens Leifeld, Chloé Wüst-Galley, Susan Page",No publication date,Letter,"Land-use change disturbs the function of peatland as a natural carbon sink and triggers high GHG emissions1. Nevertheless, historical trends and future trajectories of GHG budgets from soil do not explicitly include peatlands2,3. Here, we provide an estimate of the past and future role of global peatlands as either a source or sink of GHGs based on scenario timelines of land conversion. Between 1850 and 2015, temperate and boreal regions lost 26.7 million ha, and tropical regions 24.7 million ha, of natural peatland. By 2100, peatland conversion in tropical regions might increase to 36.3 million ha. Cumulative emissions from drained sites reached 80 ± 20 PgCO2e in 2015 and will add up to 249 ± 38 Pg by 2100. At the same time, the number of intact sites accumulating peat will decline. In 1960 the global peatland biome turned from a net sink into a net source of soil-derived GHGs. Annual back-conversion of most of the drained area would render peatlands GHG neutral, whereas emissions from peatland may comprise 12–41% of the GHG emission budget for keeping global warming below +1.5 to +2 °C without rehabilitation."
An emergent constraint on future Arctic sea-ice albedo feedback,https://www.nature.com/articles/s41558-019-0619-1,nature_articles/images_2019/An emergent constraint on future Arctic sea-ice albedo feedback.jpg,"The reflectivity of the Arctic Ocean decreases as sea ice decreases, creating a feedback of more heat absorption, warming and further melt. An ensemble of models is used to gain understanding of this in the current climate to constrain the intermodel spread in predictions of sea-ice albedo changes.","Chad W. Thackeray, Alex Hall",No publication date,Article,"Arctic sea ice has decreased substantially over recent decades, a trend projected to continue. Shrinking ice reduces surface albedo, leading to greater surface solar absorption, thus amplifying warming and driving further melt. This sea-ice albedo feedback (SIAF) is a key driver of Arctic climate change and an important uncertainty source in climate model projections. Using an ensemble of models, we demonstrate an emergent relationship between future SIAF and an observable version of SIAF in the current climate’s seasonal cycle. This relationship is robust in constraining SIAF over the coming decades (Pearson’sr= 0.76), and then it degrades. The degradation occurs because some models begin producing ice-free conditions, signalling a transition to a new ice regime. The relationship is strengthened when models with unrealistically thin historical ice are excluded. Because of this tight relationship, reducing model errors in the current climate’s seasonal SIAF and ice thickness can narrow SIAF spread under climate change."
Response of N2O production rate to ocean acidification in the western North Pacific,https://www.nature.com/articles/s41558-019-0605-7,nature_articles/images_2019/Response of N2O production rate to ocean acidification in the western North Pacific.jpg,"Nitrous oxide, a strong GHG, is produced during nitrification. Changes in ocean pH cause its production to increase, relative to nitrification rates, suggesting large potential increases in the future as ocean acidification continues.","Florian Breider, Chisato Yoshikawa, Naohiro Yoshida",No publication date,Letter,"Ocean acidification, induced by the increase in anthropogenic CO2emissions, has a profound impact on marine organisms and biogeochemical processes1. The response of marine microbial activities to ocean acidification might play a crucial role in the future evolution of air–sea fluxes of biogenic gases such as nitrous oxide (N2O), a strong GHG and the dominant stratospheric ozone-depleting substance2. Here, we examine the response of N2O production from nitrification to acidification in a series of incubation experiments conducted in subtropical and subarctic western North Pacific. The experiments show that when pH was reduced, the N2O production rate during nitrification measured at subarctic stations increased significantly while nitrification rates remained stable or decreased. Contrary to previous findings, these results suggest that the effect of ocean acidification on N2O production during nitrification and nitrification rates are probably uncoupled. Collectively, these results suggest that if seawater pH continues to decline at the same rate, ocean acidification could increase marine N2O production during nitrification in the subarctic North Pacific by 185 to 491% by the end of the century."
Sea-level-rise-induced threats depend on the size of tide-influenced estuaries worldwide,https://www.nature.com/articles/s41558-019-0608-4,nature_articles/images_2019/Sea-level-rise-induced threats depend on the size of tide-influenced estuaries worldwide.jpg,"Small shallow estuaries face enhanced flood risk under climate change because of sea-level-rise-induced tidal amplification. In contrast, large deep estuaries are threatened by sediment starvation and therefore a loss of intertidal area. Both cases can potentially be mitigated by estuary widening.","Jasper R. F. W. Leuven, Harm Jan Pierik, Maarten G. Kleinhans",No publication date,Article,"The effects of sea-level rise on the future morphological functioning of estuaries are largely unknown because tidal amplitudes will change due to combined deepening of the estuary mouth and shifting amphidromic points at sea. Fluvial sediment supply is also globally decreasing, which hampers infilling necessary to maintain elevation relative to sea level. Here we model 36 estuaries worldwide with varying sizes, shapes and hydrodynamic characteristics, and find that small shallow estuaries and large deep estuaries respond in opposite ways to sea-level rise. Large estuaries are threatened by sediment starvation and therefore loss of intertidal area, particularly if tidal amplitude decreases at the mouth. In contrast, small estuaries face enhanced flood risks and are more sensitive to tidal amplification on sea-level-rise-induced deepening. Estuary widening can partly mitigate adverse effects. In large estuaries, expanded intertidal areas increase tidal prism and available erodible sediment for adaptation, whereas it slightly reduces tidal amplification in small estuaries."
Abrupt changes across the Arctic permafrost region endanger northern development,https://www.nature.com/articles/s41558-019-0614-6,nature_articles/images_2019/Abrupt changes across the Arctic permafrost region endanger northern development.jpg,"Permafrost thaw due to rising temperatures will impact soil hydrology in the Arctic. Abrupt changes in soil moisture and land–atmosphere processes may alter the bearing capacity of soil and increase susceptibility to wildfires, with consequences for adapting engineering systems in the region.","B. Teufel, L. Sushama",No publication date,Letter,"Extensive degradation of near-surface permafrost is projected during the twenty-first century1, which will have detrimental effects on northern communities, ecosystems and engineering systems. This degradation is predicted to have consequences for many processes, which previous modelling studies have suggested would occur gradually. Here we project that soil moisture will decrease abruptly (within a few months) in response to permafrost degradation over large areas of the present-day permafrost region, based on analysis of transient climate change simulations performed using a state-of-the-art regional climate model. This regime shift is reflected in abrupt increases in summer near-surface temperature and convective precipitation, and decreases in relative humidity and surface runoff. Of particular relevance to northern systems are changes to the bearing capacity of the soil due to increased drainage, increases in the potential for intense rainfall events and increases in lightning frequency. Combined with increases in forest fuel combustibility, these are projected to abruptly and substantially increase the severity of wildfires, which constitute one of the greatest risks to northern ecosystems, communities and infrastructures. The fact that these changes are projected to occur abruptly further increases the challenges associated with climate change adaptation and potential retrofitting measures."
