Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
Toxic algal bloom induced by ocean acidification disrupts the pelagic food web,https://www.nature.com/articles/s41558-018-0344-1,nature_articles/images_2018/Toxic algal bloom induced by ocean acidification disrupts the pelagic food web.jpg,"Ocean acidification will result in biological winners and losers. A mesocosm experiment shows that a toxic algal species is a winner under ocean acidification, with implications for the marine food web and, more generally, ecosystem services.","Ulf Riebesell, Nicole Aberle-Malzahn, Jan Taucher",No publication date,Letter,"Ocean acidification, the change in seawater carbonate chemistry due to the uptake of anthropogenic CO2, affects the physiology of marine organisms in multiple ways1. Diverse competitive and trophic interactions transform the metabolic responses to changes in community composition, seasonal succession and potentially geographical distribution of species. The health of ocean ecosystems depends on whether basic biotic functions are maintained, ecosystem engineers and keystone species are retained, and the spread of nuisance species is avoided2. Here, we show in a field experiment that the toxic microalgaVicicitus globosushas a selective advantage under ocean acidification, increasing its abundance in natural plankton communities at CO2levels higher than 600 µatm and developing blooms above 800 µatm CO2. The mass development ofV. globosushas had a dramatic impact on the plankton community, preventing the development of the micro- and mesozooplankton communities, thereby disrupting trophic transfer of primary produced organic matter. This has prolonged the residence of particulate matter in the water column and caused a strong decline in export flux. Considering its wide geographical distribution and confirmed role in fish kills3, the proliferation ofV. globosusunder the IPCC4CO2emission representative concentration pathway (RCP4.5 to RCP8.5) scenarios may pose an emergent threat to coastal communities, aquaculture and fisheries."
Coastal wetland management as a contribution to the US National Greenhouse Gas Inventory,https://www.nature.com/articles/s41558-018-0345-0,No image,"Managed coastal wetlands have been included for the first time in the US Greenhouse Gas Inventory. Intact vegetated coastal wetlands are shown to represent a net greenhouse gas sink, but these are being lost to development, despite robust regulation, causing emissions.","Stephen Crooks, Ariana E. Sutton-Grier, Tom Wirth",No publication date,Article,"The IPCC 2013 Wetlands Supplement provided new guidance for countries on inclusion of wetlands in their National GHG Inventories. The United States has responded by including managed coastal wetlands for the first time in its 2017 GHG Inventory report along with an updated time series in the most recent 2018 submission and plans to update the time series on an annual basis as part of its yearly submission to the United Nations Framework Convention on Climate Change (UNFCCC). The United States followed IPCC Good Practice Guidance when reporting sources and sinks associated with managed coastal wetlands. Here we show that intact vegetated coastal wetlands are a net sink for GHGs. Despite robust regulation that has protected substantial stocks of carbon, the United States continues to lose coastal wetlands to development and the largest loss of wetlands to open water occurs around the Mississippi Delta due mostly to upstream changes in hydrology and sediment delivery, and oil and gas extraction. These processes create GHG emissions. By applying comprehensive Inventory reporting, scientists in the United States have identified opportunities for reducing GHG emissions through restoration of coastal wetlands that also provide many important societal co-benefits."
"Diurnal interaction between urban expansion, climate change and adaptation in US cities",https://www.nature.com/articles/s41558-018-0320-9,nature_articles/images_2018/Diurnal interaction between urban expansion_ climate change and adaptation in US cities.jpg,"Urban expansion and climate change interact to produce less night-time warming than their sum. Combined implementation of adaptation strategies can offset projected daytime urban warming when applied with GHG emissions reductions, but cannot offset projected nocturnal warming.","E. Scott Krayenhoff, Mohamed Moustaoui, Matei Georgescu",No publication date,Article,"Climate change and urban development are projected to substantially warm US cities, yet dynamic interaction between these two drivers of urban heat may modify the warming. Here, we show that business-as-usual GHG-induced warming and corresponding urban expansion would interact nonlinearly, reducing summer night-time warming by 0.5 K over the twenty-first century in most US regions. Nevertheless, large projected warming remains, particularly at night when the degree of urban expansion warming approaches that of climate change. Joint, high-intensity implementation of adaptation strategies, including cool and evaporative roofs and street trees, decreases projected daytime mean and extreme heat, but region- and emissions scenario-dependent nocturnal warming of 2–7 K persists. A novel adaptation strategy—lightweight urban materials—yields ~1 K night-time cooling and minor daytime warming in denser areas. Our findings highlight the diurnal interplay of urban warming and adaptation cooling, and underscore the inability of infrastructure-based adaptation to offset projected night-time warming, and the consequent necessity for simultaneous emissions reductions."
Weaker land–climate feedbacks from nutrient uptake during photosynthesis-inactive periods,https://www.nature.com/articles/s41558-018-0325-4,nature_articles/images_2018/Weaker land_climate feedbacks from nutrient uptake during photosynthesis-inactive periods.jpg,"During periods of photosynthetic inactivity, roots compete for nutrients with microbes and abiotic processes. Most ESMs neglect this competition, leading to large positive biases in annual N leaching and N2O emissions estimates.","W. J. Riley, Q. Zhu, J. Y. Tang",No publication date,Letter,"Terrestrial carbon–climate feedbacks depend on two large and opposing fluxes—soil organic matter decomposition and photosynthesis—that are tightly regulated by nutrients1,2. Earth system models (ESMs) participating in the Coupled Model Intercomparison Project Phase 5 represented nutrient dynamics poorly1,3, rendering predictions of twenty-first century carbon–climate feedbacks highly uncertain. Here, we use a new land model to quantify the effects of observed plant nutrient uptake mechanisms missing in most other ESMs. In particular, we estimate the global role of root nutrient competition with microbes and abiotic processes during periods without photosynthesis. Nitrogen and phosphorus uptake during these periods account for 45 and 43%, respectively, of annual uptake, with large latitudinal variation. Globally, night-time nutrient uptake dominates this signal. Simulations show that ignoring this plant uptake, as is done when applying an instantaneous relative demand approach, leads to large positive biases in annual nitrogen leaching (96%) and N2O emissions (44%). This N2O emission bias has a GWP equivalent of ~2.4 PgCO2yr−1, which is substantial compared to the current terrestrial CO2sink. Such large biases will lead to predictions of overly open terrestrial nutrient cycles and lower carbon sequestration capacity. Both factors imply over-prediction of positive terrestrial feedbacks with climate in current ESMs."
"Coastal climate change, soil salinity and human migration in Bangladesh",https://www.nature.com/articles/s41558-018-0313-8,nature_articles/images_2018/Coastal climate change_ soil salinity and human migration in Bangladesh.jpg,"Projected sea-level rise and increased flooding threaten coastal agriculture. Gradual increases in soil salinity, but not inundation alone, are shown to correspond to increasing diversification into aquaculture and higher levels of internal migration.","J. Chen, V. Mueller",No publication date,Letter,"Climate change is not only altering weather patterns but also accelerating sea-level rise, leading to increased inundation and saline contamination of soils. Given projected sea-level rise, it is imperative to examine the extent to which farmers in coastal Bangladesh can adapt by diversifying economic activities before resorting to migration within and across borders. Here, to identify patterns in how households adapt to increased sea/freshwater flooding and soil salinity, we analyse nationally representative socioeconomic and migration data against a suite of environmental variables constructed at the sub-district level. Our results show that inundation alone has negligible effects on migration and agricultural production. However, gradual increases in soil salinity correspond to increasing diversification into aquaculture and internal migration of household members. Salinity is also found to have direct effects on internal and international migration even after controlling for income losses, with mobility restricted to certain locations within Bangladesh. Our study suggests that migration is driven, in part, by the adverse consequences of salinity on crop production."
Latitudinal shift of the Atlantic Meridional Overturning Circulation source regions under a warming climate,https://www.nature.com/articles/s41558-018-0316-5,nature_articles/images_2018/Latitudinal shift of the Atlantic Meridional Overturning Circulation source regions under a warming climate.jpg,"The sinking of dense waters drives the Atlantic Meridional Overturning Circulation. As the climate warms, changes in ocean circulation, stratification and mixed-layer depth alter the regions in which this sinking occurs, with implications for global climate.","Camille Lique, Matthew D. Thomas",No publication date,Article,"The strength of the Atlantic Meridional Overturning Circulation, a key indicator of the climate state, is maintained by the subduction of dense water that feeds the deep southwards branch. At present, this subduction occurs almost entirely in the subpolar region, in the Labrador, Irminger and Nordic seas; however, whether this will continue under climate change is unknown. Here we use a quantitative Lagrangian diagnostic applied to climate model output to show that, in response to warming, the main source regions of this mixed-layer subduction shift northwards to the Arctic Basin and southwards to the subtropical gyre. These shifts are explained by changes in background stratification, mixed-layer depth and ocean circulation, highlighting the need to consider the full three-dimensionality of the circulation and its changes to accurately predict the future climate state."
Synchronous behavioural shifts in reef fishes linked to mass coral bleaching,https://www.nature.com/articles/s41558-018-0314-7,nature_articles/images_2018/Synchronous behavioural shifts in reef fishes linked to mass coral bleaching.jpg,"The impact of coral bleaching and mortality is found to reduce aggression in resident butterflyfish. This is linked to the lower dietary percentage of preferred food, nutritionally rich Acropora coral, with a less nutritious diet influencing aggressive behaviour.","Sally A. Keith, Andrew H. Baird, Nathan J. Sanders",No publication date,Letter,"Mass coral bleaching causes population declines and mortality of coral reef species1yet its impacts on behaviour are largely unknown. Here, we unite behavioural theory with community ecology to test whether bleaching-induced mass mortality of corals can cause consistent changes in the behaviour of coral-feeding fishes. We documented 5,259 encounters between individuals of 38Chaetodon(butterflyfish) species on 17 reefs within the central Indo-Pacific, of which 3,828 were repeated on 10 reefs both before and after the global coral bleaching event in 2016. Aggression between butterflyfishes decreased by two-thirds following large-scale coral mortality, despite no significant change in fish abundance or community composition. Pairwise encounters were most likely to be aggressive between obligate corallivores and on reefs with high coral cover. After bleaching, the proportion of preferredAcroporacorals in the diet decreased significantly (up to 85% fewer bites), with no increase in overall bite rate to compensate for the loss of these nutritionally rich corals. The observed reduced aggression at low resource levels due to nutritional deficit follows the predictions of the economic theory of aggressive behaviour2,3. Our results reveal synchronous changes in behaviour in response to coral mortality. Such changes could potentially disrupt territories4, leading to reorganization of ecological communities."
Long-distance migratory birds threatened by multiple independent risks from global change,https://www.nature.com/articles/s41558-018-0312-9,nature_articles/images_2018/Long-distance migratory birds threatened by multiple independent risks from global change.jpg,"Climate and land-cover change can affect the summer and winter ranges and migration distances of migratory birds. Accounting for all of these factors, rather than just summer range as is typical, significantly increases the number of species under threat.","Damaris Zurell, Catherine H. Graham, Niklaus E. Zimmermann",No publication date,Letter,"Many species migrate long distances annually between their breeding and wintering areas1. Although global change affects both ranges, impact assessments have generally focused on breeding ranges and ignored how environmental changes influence migrants across geographical regions and the annual cycle2,3. Using range maps and species distribution models, we quantified the risk of summer and winter range loss and migration distance increase from future climate and land cover changes on long-distance migratory birds of the Holarctic (n= 715). Risk estimates are largely independent of each other and magnitudes vary geographically. If seasonal range losses and increased migration distances are not considered, we strongly underestimate the number of threatened species by 18–49% and the overall magnitude of risk for 17–50% species. Many of the analysed species that face multiple global change risks are not listed by International Union for Conservation of Nature as threatened or near threatened. To neglect seasonal migration in impact assessments could thus seriously misguide species’ conservation."
Snow cover is a neglected driver of Arctic biodiversity loss,https://www.nature.com/articles/s41558-018-0311-x,nature_articles/images_2018/Snow cover is a neglected driver of Arctic biodiversity loss.jpg,"Arctic biodiversity patterns will be highly dependent on the evolution of snow conditions, according to simulation results that integrate observations of vascular plants, mosses and lichens over a range of Arctic landscapes.","Pekka Niittynen, Risto K. Heikkinen, Miska Luoto",No publication date,Letter,"Snow has far-reaching effects on ecosystem processes and biodiversity in high-latitude ecosystems, but these have been poorly considered in climate change impact models1,2. Here, to forecast future trends in species occurrences and richness, we fitted species–environment models with temperature data from three climate scenarios and simulated up to a 40% decrease in snow cover duration (SCD)3. We used plot-scale data on 273 vascular plant, moss and lichen species in 1,200 study sites spanning a wide range of environmental conditions typical for mountainous Arctic landscapes (within 165 km2). According to the models, a rise in temperature increased overall species richness and caused only one species to lose all suitable habitat. In contrast, a shorter SCD tempered the effect of increasing temperature on species richness and led to accelerated rates of species’ local extinctions after a tipping point at 20–30% SCD decrease. All three species groups showed similar extinction rates but contrasting species richness responses. Our simulations indicate that future biodiversity patterns in Arctic regions are highly dependent on the evolution of snow conditions. Climate impact models that ignore the effects of snow cover change may provide biased biodiversity projections, with potentially erratic implications for Arctic nature conservation planning."
Public acceptance of resource-efficiency strategies to mitigate climate change,https://www.nature.com/articles/s41558-018-0298-3,nature_articles/images_2018/Public acceptance of resource-efficiency strategies to mitigate climate change.jpg,A combination of consumption-based emissions modelling and deliberative public workshops suggests that developing resource-efficient products will be an effective climate change mitigation strategy because it has both high emissions-reduction potential and wide-scale public approval.,"Catherine Cherry, Kate Scott, Nick Pidgeon",No publication date,Article,"Rapid action to improve resource efficiency is essential for achieving climate mitigation goals. As they are likely to reshape everyday life in unexpected ways, new products, policies and business models will need to consider the public acceptability of resource-efficiency strategies, as well as the technical emission-reduction potential. Here, using consumption-based emissions modelling and deliberative public workshops, we find considerable public support for a range of resource-efficiency strategies that combined could reduce the carbon footprint in the United Kingdom by up to 29 Mt of CO2-equivalent (CO2e) emissions (a 39% emissions reduction from household products, such as cars, clothing, electronics, appliances and furniture). Public acceptability is already high for strategies that aim to develop more resource-efficient products. Strategies that aim to encourage product sharing and extend product lifetimes were also perceived positively, although acceptance was dependent on meeting other important conditions, such as trustworthiness, responsibility, fairness, affordability, convenience, safety and hygiene."
